inicio,fim,conc_silica,conc_fe,param_dosagem_amido,dosagem_amina_conc_magnetica,ph_flotacao_linha01,ph_flotacao_linha02,densidade_alimentacao_flotacao,nivel_celula_li640101,TO_LI6401_02,nivel_celula_li640201,nivel_celula_li640202,nivel_celula_li641101,nivel_celula_li641102,nivel_celula_li641201,nivel_celula_li641202,nivel_celula_li642101,nivel_celula_li642201,nivel_celula_li643101,nivel_celula_li643201,vazao_alimentacao_flotacao,operacao,cluster,inicio_dt,fim_dt
2024-03-01 00:00:00.000,,1.23,65.17,491.0,145.32,9.52,9.49,1.63,370.09,371.18,363.3,348.41,349.82,349.26,349.18,349.37,288.39,374.6,360.02,324.01,878.91,True,0,,
2024-03-01 00:20:00.000,,1.23,65.17,491.0,136.45,9.51,9.5,1.63,369.73,370.12,371.42,344.86,351.62,349.79,350.79,350.83,288.21,374.23,359.16,321.79,883.97,True,0,,
2024-03-01 00:40:00.000,,1.23,65.17,491.0,135.01,9.51,9.47,1.63,369.55,368.72,372.78,368.16,351.73,349.7,352.46,353.01,296.97,381.41,358.84,323.44,886.91,True,0,,
2024-03-01 01:00:00.000,,1.34,64.96,491.0,135.0,9.52,9.48,1.63,370.37,370.28,367.73,354.16,350.89,349.74,347.67,347.79,292.83,386.43,361.46,321.95,864.96,True,0,,
2024-03-01 01:20:00.000,,1.34,64.96,491.0,135.0,9.52,9.47,1.63,369.57,368.94,368.55,366.0,347.39,349.37,349.69,349.55,298.74,391.62,359.34,320.56,843.07,True,0,,
2024-03-01 01:40:00.000,,1.34,64.96,491.0,135.0,9.49,9.45,1.63,370.18,367.6,371.3,371.24,347.13,350.95,350.69,350.75,301.3,396.44,359.7,319.56,864.08,True,0,,
2024-03-01 02:00:00.000,,1.34,64.96,491.0,135.0,9.52,9.48,1.63,370.15,373.17,371.64,366.71,352.3,350.12,349.83,349.59,304.17,403.84,359.82,320.57,854.2,True,0,,
2024-03-01 02:20:00.000,,1.34,64.96,491.0,135.0,9.56,9.49,1.63,370.6,369.87,366.05,366.28,350.55,350.57,349.93,351.44,304.98,408.51,359.06,317.28,850.39,True,0,,
2024-03-01 02:40:00.000,,1.34,64.96,491.02,135.0,9.54,9.44,1.63,370.07,369.63,374.48,372.01,352.51,349.9,352.23,358.36,315.08,409.71,359.04,315.92,875.99,True,0,,
2024-03-01 03:00:00.000,,1.24,64.74,492.66,135.0,9.51,9.42,1.64,370.22,369.49,369.64,370.88,347.54,349.4,350.79,346.1,324.29,408.92,357.23,314.65,863.23,True,0,,
2024-03-01 03:20:00.000,,1.24,64.74,495.38,135.0,9.49,9.39,1.63,369.3,340.87,347.7,361.18,339.64,348.76,347.43,345.24,321.15,407.94,354.85,315.61,788.26,True,0,,
2024-03-01 03:40:00.000,,1.24,64.74,497.78,135.22,9.58,9.24,1.58,371.67,317.4,312.79,337.83,354.23,349.98,348.53,349.87,296.78,406.96,360.69,304.5,646.05,True,0,,
2024-03-01 04:00:00.000,,1.24,64.74,498.79,137.4,9.59,9.44,1.47,370.4,381.42,342.15,346.16,362.89,351.19,349.68,349.9,277.11,391.5,355.64,283.87,610.62,True,0,,
2024-03-01 04:20:00.000,,1.24,64.74,499.64,140.05,9.59,9.43,1.36,369.99,370.07,377.06,369.42,351.47,350.17,350.74,352.34,266.76,346.04,360.51,247.24,545.83,True,0,,
2024-03-01 04:40:00.000,,1.24,64.74,500.0,141.55,9.47,9.31,1.35,371.15,372.55,375.25,373.99,350.96,349.77,360.48,352.61,220.47,290.91,355.64,223.21,497.01,True,0,,
2024-03-01 05:00:00.000,,1.23,64.67,500.0,141.36,9.42,9.24,1.27,370.18,370.7,370.38,369.44,351.46,349.54,348.24,347.92,176.41,245.19,349.8,215.84,511.4,True,0,,
2024-03-01 05:20:00.000,,1.23,64.67,500.0,141.39,9.49,9.36,1.39,371.22,372.07,373.3,375.33,357.49,351.07,350.58,352.59,255.17,294.48,357.81,236.96,638.05,True,0,,
2024-03-01 05:40:00.000,,1.23,64.67,500.0,143.8,9.51,9.45,1.52,368.15,353.44,343.31,328.8,340.34,347.57,341.1,344.61,356.13,407.87,359.98,339.17,721.53,True,0,,
2024-03-01 06:00:00.000,,1.23,64.67,500.0,146.82,9.42,9.39,1.53,368.74,374.64,347.89,303.7,351.35,350.59,349.77,350.11,361.2,399.99,357.5,314.73,717.49,True,0,,
2024-03-01 06:20:00.000,,1.23,64.67,500.0,148.7,9.41,9.43,1.57,370.12,370.64,358.32,312.58,351.3,349.98,349.67,349.12,359.86,401.27,356.58,322.35,711.32,True,0,,
2024-03-01 06:40:00.000,,1.23,64.67,500.0,148.72,9.59,9.33,1.46,372.65,313.27,299.38,289.91,344.21,349.7,347.45,347.88,317.11,387.46,349.71,314.95,587.94,True,0,,
2024-03-01 07:00:00.000,,1.23,65.96,500.0,148.72,9.49,9.39,1.48,368.53,380.8,380.09,361.7,359.14,351.29,364.24,356.98,356.58,372.86,362.14,298.97,677.14,True,0,,
2024-03-01 07:20:00.000,,1.23,65.96,500.0,148.72,9.52,9.36,1.42,371.42,332.86,314.0,322.86,347.35,347.02,337.09,345.69,319.32,361.43,349.21,298.12,570.58,True,0,,
2024-03-01 07:40:00.000,,1.23,65.96,500.0,148.72,9.58,9.42,1.19,371.66,382.57,378.96,359.58,353.11,350.59,349.7,351.1,320.25,316.14,356.42,245.12,623.25,True,0,,
2024-03-01 08:00:00.000,,1.23,65.96,500.0,148.72,9.44,9.32,1.25,370.13,370.57,380.04,377.3,356.06,349.88,361.28,353.89,358.4,410.0,357.44,337.65,766.82,True,0,,
2024-03-01 08:20:00.000,,1.23,65.96,500.0,148.72,9.46,9.36,1.31,370.09,369.2,368.86,367.25,347.66,348.31,354.94,353.95,361.32,410.0,359.39,371.03,766.98,True,0,,
2024-03-01 08:40:00.000,,1.23,65.96,500.0,148.72,9.53,9.45,1.32,369.64,368.93,369.25,369.73,349.58,350.03,346.54,345.31,359.39,410.0,359.11,378.66,755.36,True,0,,
2024-03-01 09:00:00.000,,1.51,65.89,500.0,148.72,9.49,9.4,1.33,370.23,370.43,369.41,369.56,349.98,349.07,350.38,348.96,361.93,410.0,355.6,382.76,772.75,True,0,,
2024-03-01 09:20:00.000,,1.51,65.89,469.93,86.42,9.13,9.07,1.22,331.75,302.54,135.05,153.59,220.83,288.55,194.82,210.78,211.15,265.79,169.65,181.14,282.53,False,-1,,
2024-03-01 09:40:00.000,,1.51,65.89,460.93,62.1,8.28,8.46,1.16,314.87,269.19,0.0,0.95,148.64,101.43,8.54,0.96,40.34,127.46,21.09,0.0,40.87,False,-1,,
2024-03-01 10:00:00.000,,1.51,65.89,470.54,72.68,8.46,8.24,1.19,319.85,270.07,1.37,0.0,150.03,131.81,24.36,0.56,65.67,56.53,0.08,0.0,524.02,True,-1,,
2024-03-01 10:20:00.000,,1.51,65.89,479.88,83.86,10.27,9.57,1.2,372.92,275.95,336.52,37.64,209.77,280.25,72.78,0.94,149.07,111.47,5.58,0.0,510.75,True,-1,,
2024-03-01 10:40:00.000,,1.51,65.89,488.94,95.63,9.47,9.31,1.17,373.08,372.41,377.89,201.61,382.97,341.05,240.14,1.32,327.77,349.03,179.53,113.63,620.7,True,-1,,
2024-03-01 11:00:00.000,,1.51,65.89,497.64,107.4,9.44,9.31,1.25,369.29,375.63,374.55,370.79,358.39,350.56,359.64,67.34,353.08,407.56,196.22,331.95,657.21,True,0,,
2024-03-01 11:20:00.000,,1.51,65.89,500.0,119.17,9.49,9.43,1.3,369.38,369.04,368.98,364.73,351.97,350.22,361.44,315.78,359.9,407.33,359.2,369.18,703.29,True,0,,
2024-03-01 11:40:00.000,,1.51,65.89,500.0,130.94,9.6,9.49,1.26,371.49,370.89,371.76,373.73,351.44,350.83,348.79,282.08,353.47,399.57,357.45,321.28,657.24,True,0,,
2024-03-01 12:00:00.000,,1.51,65.89,500.0,142.71,9.32,9.23,1.4,368.2,370.59,369.46,368.06,352.37,350.66,357.08,360.39,362.6,409.74,359.75,363.51,752.29,True,0,,
2024-03-01 12:20:00.000,,1.51,65.89,500.0,149.15,9.39,9.33,1.55,369.08,363.84,359.97,313.82,337.96,346.7,335.57,294.59,358.15,405.48,352.08,370.08,791.51,True,0,,
2024-03-01 12:40:00.000,,1.52,65.89,500.0,150.83,9.7,9.54,1.29,372.63,374.61,380.63,329.08,355.79,351.78,352.11,192.62,289.54,337.42,337.62,280.06,651.25,True,0,,
2024-03-01 13:00:00.000,,8.79,60.8,500.0,152.3,9.6,9.42,1.17,366.56,345.72,367.13,351.1,339.25,346.95,342.98,294.03,284.98,388.12,354.07,218.61,641.12,True,-1,,
2024-03-01 13:20:00.000,,8.79,60.8,500.0,152.5,9.43,9.22,1.17,366.18,259.52,369.06,256.61,325.28,338.91,305.82,18.21,362.61,406.9,363.23,365.86,700.58,True,-1,,
2024-03-01 13:40:00.000,,8.79,60.8,500.0,152.5,9.21,9.05,1.27,383.12,342.6,384.19,356.77,369.48,336.94,344.3,8.22,389.9,407.28,370.81,365.99,920.26,True,-1,,
2024-03-01 14:00:00.000,,8.79,60.8,500.0,153.35,9.52,9.42,1.51,362.83,372.12,358.21,360.61,361.23,350.46,370.73,322.56,327.25,407.66,329.02,358.69,907.8,True,0,,
2024-03-01 14:20:00.000,,8.79,60.8,500.0,155.02,9.59,9.55,1.63,368.98,366.33,363.13,340.42,344.4,349.23,341.57,311.76,355.66,404.38,358.37,346.85,814.41,True,0,,
2024-03-01 14:40:00.000,,8.79,60.8,499.93,159.65,9.5,9.4,1.61,370.58,370.52,371.14,292.68,351.24,350.56,336.05,157.08,347.04,391.97,357.86,325.13,739.79,True,0,,
2024-03-01 15:00:00.000,,3.57,65.45,499.84,167.17,9.45,9.38,1.63,370.03,370.4,370.97,373.23,351.11,351.23,363.17,229.09,361.18,402.71,360.23,338.87,812.93,True,0,,
2024-03-01 15:20:00.000,,3.57,65.45,499.8,170.0,9.53,9.45,1.61,369.9,369.56,370.32,349.66,345.32,348.18,341.29,236.41,358.93,400.96,358.87,343.45,774.53,True,0,,
2024-03-01 15:40:00.000,,3.57,65.45,499.88,170.0,9.48,9.39,1.61,370.37,369.93,371.27,365.74,356.47,351.61,367.33,226.71,360.95,399.46,360.45,335.62,763.6,True,0,,
2024-03-01 16:00:00.000,,3.57,65.45,499.97,170.0,9.55,9.49,1.63,370.28,369.03,369.0,357.47,345.77,348.7,345.7,337.85,360.48,408.79,359.77,351.38,839.85,True,0,,
2024-03-01 16:20:00.000,,3.57,65.45,500.0,170.0,9.54,9.44,1.64,370.4,371.57,372.58,374.9,358.7,352.08,380.32,331.54,362.9,408.18,360.24,368.83,927.18,True,0,,
2024-03-01 16:40:00.000,,3.57,65.45,500.0,170.0,9.58,9.46,1.61,371.07,371.2,373.73,370.54,354.96,351.55,332.84,351.96,361.23,407.57,359.75,370.04,1021.2,True,0,,
2024-03-01 17:00:00.000,,0.75,66.55,500.0,170.0,9.5,9.37,1.59,365.46,369.54,364.19,356.99,353.91,350.51,353.49,358.01,361.79,390.8,356.41,342.37,1007.85,True,0,,
2024-03-01 17:20:00.000,,0.75,66.55,500.0,170.0,9.38,9.24,1.47,363.0,292.9,339.94,185.49,298.92,304.06,286.67,43.95,341.09,186.52,343.93,188.04,554.15,True,0,,
2024-03-01 17:40:00.000,,0.75,66.55,500.0,168.55,9.43,9.27,1.33,372.08,409.69,383.58,379.4,390.46,350.57,387.55,174.4,367.4,386.23,346.23,306.13,1014.54,True,0,,
2024-03-01 18:00:00.000,,0.75,66.55,500.0,161.24,9.48,9.34,1.29,365.09,368.69,366.85,363.84,343.43,345.32,335.74,308.03,332.01,265.58,356.2,224.55,734.61,True,0,,
2024-03-01 18:20:00.000,,0.75,66.55,500.0,153.22,9.41,9.28,1.39,370.78,375.2,371.29,373.92,358.81,351.96,351.17,256.1,358.14,226.34,357.67,247.67,778.47,True,0,,
2024-03-01 18:40:00.000,,0.75,66.55,500.0,144.15,9.37,9.27,1.57,367.41,360.54,362.69,363.31,339.46,348.13,356.89,336.63,356.51,278.02,360.19,255.31,837.47,True,0,,
2024-03-01 19:00:00.000,,0.55,67.09,500.0,136.05,9.42,9.4,1.66,371.77,368.9,369.29,369.8,347.84,349.77,348.62,329.2,362.84,328.87,359.72,277.31,952.41,True,0,,
2024-03-01 19:20:00.000,,0.55,67.09,500.0,135.0,9.47,9.45,1.66,370.94,371.33,373.73,372.29,355.09,351.27,352.58,350.51,363.85,369.39,358.41,332.18,1129.23,True,0,,
2024-03-01 19:40:00.000,,0.55,67.09,500.0,135.0,9.45,9.42,1.45,344.22,328.61,265.77,281.64,325.42,345.21,319.27,285.92,301.75,290.39,327.43,309.49,626.15,True,0,,
2024-03-01 20:00:00.000,,0.55,67.09,500.0,138.09,8.79,8.79,1.43,313.01,263.09,121.44,70.09,192.05,207.14,98.4,0.55,93.88,66.11,75.3,57.23,450.25,False,-1,,
2024-03-01 20:20:00.000,,0.55,67.09,500.0,150.0,9.53,9.59,1.63,376.84,308.16,369.7,257.56,289.74,280.03,244.35,0.14,333.58,145.7,187.94,0.0,629.43,True,0,,
2024-03-01 20:40:00.000,,0.55,67.09,500.0,150.0,9.58,9.61,1.49,375.06,383.72,379.8,371.32,376.7,349.35,362.73,40.04,349.12,326.93,350.01,103.25,717.88,True,0,,
2024-03-01 21:00:00.000,,0.55,67.09,500.0,148.75,9.53,9.4,1.36,372.51,398.8,375.44,377.25,374.03,352.08,405.69,392.56,356.43,380.88,307.42,313.01,858.81,True,0,,
2024-03-01 21:20:00.000,,0.55,67.09,500.0,143.81,9.31,9.2,1.44,367.77,398.44,368.39,368.48,349.38,348.49,347.3,356.02,361.29,388.17,313.04,360.04,925.71,True,0,,
2024-03-01 21:40:00.000,,0.55,67.09,500.0,138.63,9.42,9.34,1.52,370.11,360.96,367.49,326.25,334.85,344.02,313.43,280.34,350.97,382.05,348.58,366.75,762.78,True,0,,
2024-03-01 22:00:00.000,,0.55,67.09,500.0,135.1,9.45,9.38,1.62,360.9,362.58,357.66,328.46,343.06,345.78,352.37,348.16,357.85,380.56,359.96,356.28,698.98,True,0,,
2024-03-01 22:20:00.000,,0.55,67.09,500.0,135.0,9.49,9.4,1.63,376.28,367.25,368.28,239.7,350.95,350.5,340.42,265.65,348.38,326.7,359.79,321.17,661.78,True,0,,
2024-03-01 22:40:00.000,,0.55,67.09,500.0,135.09,9.57,9.41,1.61,346.23,349.72,347.35,257.31,348.14,349.85,349.15,296.55,340.55,308.39,358.92,283.99,569.12,True,0,,
2024-03-01 23:00:00.000,,2.16,66.62,500.0,136.62,9.56,9.45,1.61,379.96,348.92,371.21,263.06,353.44,351.61,352.1,286.0,296.82,291.06,361.15,223.36,539.74,True,0,,
2024-03-01 23:20:00.000,,2.16,66.62,500.0,138.68,9.41,9.32,1.63,368.67,369.73,366.01,325.07,348.61,348.21,350.24,348.63,341.38,322.65,359.41,260.27,604.19,True,0,,
2024-03-01 23:40:00.000,,2.16,66.62,500.0,142.84,9.47,9.36,1.62,370.9,371.88,372.37,274.27,349.98,349.96,348.34,345.44,341.7,342.17,359.39,295.53,656.5,True,0,,
2024-03-02 00:00:00.000,,2.16,66.62,500.0,149.71,9.49,9.39,1.62,369.87,369.9,370.42,286.76,351.81,350.47,350.02,342.44,330.49,341.42,360.28,305.63,668.56,True,0,,
2024-03-02 00:20:00.000,,2.16,66.62,499.99,150.75,9.47,9.32,1.63,369.82,367.64,358.96,337.14,349.33,350.68,349.98,352.3,329.51,346.59,358.87,311.59,715.18,True,0,,
2024-03-02 00:40:00.000,,2.16,66.62,498.87,150.75,9.49,9.29,1.63,369.17,372.69,353.79,313.99,351.97,350.59,349.85,348.78,310.41,326.32,359.65,308.45,712.59,True,0,,
2024-03-02 01:00:00.000,,1.78,65.07,496.94,150.75,9.49,9.44,1.62,370.27,370.53,373.01,317.92,351.14,349.46,350.68,349.27,298.09,323.6,360.32,307.62,760.66,True,0,,
2024-03-02 01:20:00.000,,1.78,65.07,495.01,150.75,9.47,9.45,1.63,370.21,369.81,373.73,366.32,348.36,350.57,350.98,353.94,299.91,339.07,360.95,318.81,802.73,True,0,,
2024-03-02 01:40:00.000,,1.78,65.07,493.64,150.49,9.5,9.46,1.62,369.81,370.64,371.5,360.1,353.43,351.41,349.82,347.09,293.19,339.88,358.56,330.27,808.89,True,0,,
2024-03-02 02:00:00.000,,1.78,65.07,492.58,148.3,9.49,9.44,1.62,370.06,369.94,365.42,355.74,348.98,349.46,349.98,349.49,289.26,345.82,359.32,333.43,824.6,True,0,,
2024-03-02 02:20:00.000,,1.78,65.07,491.74,145.72,9.49,9.47,1.62,370.17,370.84,375.34,372.88,354.41,351.23,358.15,354.1,287.96,348.47,360.8,332.41,841.91,True,0,,
2024-03-02 02:40:00.000,,1.78,65.07,491.67,143.48,9.49,9.27,1.62,370.25,369.13,367.33,365.41,345.27,348.86,345.22,344.88,294.42,355.18,359.15,338.34,853.78,True,0,,
2024-03-02 03:00:00.000,,1.21,65.12,491.67,143.17,9.5,9.5,1.63,369.9,370.23,370.02,369.23,352.1,350.45,349.29,349.22,286.29,349.69,359.27,334.06,826.95,True,0,,
2024-03-02 03:20:00.000,,1.21,65.12,491.67,143.17,9.48,9.5,1.62,369.84,369.99,368.65,367.7,350.67,350.11,349.33,349.16,292.0,353.14,360.62,331.64,822.16,True,0,,
2024-03-02 03:40:00.000,,1.21,65.12,491.67,141.78,9.48,9.47,1.63,370.38,369.35,372.78,371.66,351.72,350.01,362.13,356.75,292.77,357.15,359.19,331.73,841.5,True,0,,
2024-03-02 04:00:00.000,,1.21,65.12,491.67,139.0,9.5,9.51,1.63,369.81,369.8,370.93,370.85,352.01,349.84,343.69,348.6,310.81,372.41,358.82,345.46,891.11,True,0,,
2024-03-02 04:20:00.000,,1.21,65.12,491.67,136.23,9.53,9.51,1.63,370.74,372.75,371.79,371.88,356.54,351.38,362.63,354.64,333.94,392.34,361.64,357.15,930.9,True,0,,
2024-03-02 04:40:00.000,,1.21,65.12,491.67,135.0,9.5,9.5,1.63,369.85,368.51,369.59,369.25,347.02,348.01,344.48,344.98,362.96,404.31,359.11,371.68,962.83,True,0,,
2024-03-02 05:00:00.000,,2.58,65.54,491.67,135.0,9.5,9.5,1.62,370.42,371.03,370.3,370.24,353.32,349.85,353.76,354.35,360.67,406.09,361.1,365.56,959.98,True,0,,
2024-03-02 05:20:00.000,,2.58,65.54,491.67,135.52,9.49,9.48,1.62,369.21,371.1,369.38,370.0,349.13,350.43,348.46,347.41,366.44,404.74,359.76,357.71,930.31,True,0,,
2024-03-02 05:40:00.000,,2.58,65.54,491.6,138.65,9.48,9.45,1.62,368.87,370.42,368.61,367.24,351.34,350.29,348.1,349.22,337.51,391.88,357.71,355.12,913.43,True,0,,
2024-03-02 06:00:00.000,,2.58,65.54,491.27,142.15,9.5,9.48,1.63,370.63,369.39,369.39,371.72,348.2,348.83,346.43,344.6,277.55,382.37,359.55,351.01,866.78,True,0,,
2024-03-02 06:20:00.000,,2.58,65.54,490.9,143.75,9.47,9.46,1.63,369.68,370.65,371.02,371.06,351.88,350.85,351.91,353.35,266.74,376.77,360.99,346.1,870.86,True,0,,
2024-03-02 06:40:00.000,,2.58,65.54,490.75,143.75,9.48,9.46,1.63,368.92,368.5,367.91,361.26,348.28,349.56,337.11,341.09,346.96,368.95,359.67,339.29,825.04,True,0,,
2024-03-02 07:00:00.000,,1.8,66.3,490.75,143.75,9.5,9.47,1.63,369.47,369.3,367.31,369.51,349.79,349.99,349.04,352.26,360.33,351.76,360.29,326.86,810.68,True,0,,
2024-03-02 07:20:00.000,,1.8,66.3,490.75,143.75,9.51,9.48,1.63,369.87,370.22,370.65,370.57,350.26,350.25,350.96,351.74,359.79,348.5,359.23,320.2,785.66,True,0,,
2024-03-02 07:40:00.000,,1.8,66.3,490.75,143.75,9.49,9.48,1.63,369.41,370.75,368.14,368.45,350.5,350.74,346.97,347.58,360.35,350.33,360.36,319.43,774.95,True,0,,
2024-03-02 08:00:00.000,,1.8,66.3,490.75,143.75,9.5,9.49,1.64,369.99,369.58,374.21,371.29,351.07,349.83,355.44,355.51,360.59,354.09,359.19,321.14,789.44,True,0,,
2024-03-02 08:20:00.000,,1.8,66.3,490.75,143.75,9.49,9.49,1.63,370.64,369.82,370.36,370.05,350.7,350.92,354.61,350.81,359.63,371.12,360.43,340.62,835.3,True,0,,
2024-03-02 08:40:00.000,,1.8,66.3,490.75,143.75,9.47,9.48,1.64,370.11,369.67,368.17,368.16,347.88,349.0,353.09,353.73,361.3,368.8,360.48,336.09,872.38,True,0,,
2024-03-02 09:00:00.000,,1.96,65.71,490.75,143.85,9.5,9.48,1.63,368.25,369.86,369.39,370.3,351.16,350.26,353.66,349.1,360.81,363.65,359.57,324.74,882.33,True,0,,
2024-03-02 09:20:00.000,,1.96,65.71,490.75,144.05,9.48,9.48,1.64,370.82,370.51,371.02,366.27,350.54,349.03,355.92,356.5,360.31,362.8,359.99,324.92,936.29,True,0,,
2024-03-02 09:40:00.000,,1.96,65.71,490.75,144.43,9.52,9.51,1.64,371.05,370.6,370.62,373.26,351.03,350.75,341.19,343.06,360.15,358.41,358.84,319.66,922.92,True,0,,
2024-03-02 10:00:00.000,,1.96,65.71,490.88,145.92,9.48,9.45,1.63,369.4,369.36,370.92,371.23,353.36,350.91,360.11,359.8,359.67,358.27,360.64,317.75,935.41,True,0,,
2024-03-02 10:20:00.000,,1.96,65.71,491.66,147.58,9.5,9.48,1.64,370.07,371.16,370.74,371.84,350.41,350.21,344.21,343.49,360.12,359.89,361.07,317.42,943.51,True,0,,
2024-03-02 10:40:00.000,,1.96,65.71,492.54,148.84,9.5,9.49,1.64,369.94,369.62,369.22,368.91,349.07,349.59,347.39,348.17,359.94,360.73,359.8,317.32,913.13,True,0,,
2024-03-02 11:00:00.000,,2.15,64.31,492.95,149.7,9.48,9.47,1.63,369.03,370.36,370.19,369.34,351.44,349.85,352.45,356.74,359.72,359.79,360.2,315.47,943.26,True,0,,
2024-03-02 11:20:00.000,,2.15,64.31,492.95,150.48,9.51,9.48,1.64,370.46,370.82,370.01,370.42,351.32,350.08,348.73,346.43,360.75,359.76,359.98,321.15,909.28,True,0,,
2024-03-02 11:40:00.000,,2.15,64.31,492.95,150.76,9.5,9.48,1.64,370.41,369.61,369.75,370.48,350.61,348.98,347.01,346.72,360.66,353.2,360.84,314.75,923.07,True,0,,
2024-03-02 12:00:00.000,,2.15,64.31,492.95,150.94,9.52,9.49,1.63,369.74,369.35,368.17,368.34,346.99,349.3,349.11,348.96,358.86,362.46,359.03,318.97,885.6,True,0,,
2024-03-02 12:20:00.000,,2.15,64.31,492.95,151.04,9.49,9.45,1.63,370.9,371.83,373.67,373.34,356.09,351.29,372.04,359.83,362.53,360.3,360.88,317.36,913.49,True,0,,
2024-03-02 12:40:00.000,,2.15,64.31,492.95,151.04,9.41,9.37,1.65,369.38,370.45,371.05,370.45,351.73,349.72,394.35,350.93,362.7,372.72,359.68,330.04,1056.77,True,0,,
2024-03-02 13:00:00.000,,2.76,63.36,492.95,151.04,9.3,9.21,1.37,334.66,313.54,233.1,247.67,298.71,336.58,260.17,257.25,328.67,278.26,345.76,271.09,414.63,False,0,,
2024-03-02 13:20:00.000,,2.76,63.36,492.95,151.04,8.77,8.76,1.58,366.54,333.32,316.12,286.88,315.24,332.86,307.97,120.76,375.94,318.38,355.04,278.97,914.79,True,0,,
2024-03-02 13:40:00.000,,2.76,63.36,492.95,151.04,9.61,9.1,1.64,370.72,300.75,318.18,274.6,333.54,347.51,301.13,108.68,344.24,359.17,354.81,351.55,650.83,True,0,,
2024-03-02 14:00:00.000,,2.76,63.36,492.95,150.12,9.49,9.46,1.63,368.07,380.41,366.14,356.04,369.75,350.66,355.1,50.44,357.43,364.2,354.89,340.93,729.21,True,0,,
2024-03-02 14:20:00.000,,2.76,63.36,492.95,148.07,9.5,9.49,1.64,370.37,371.32,378.65,373.72,355.15,350.12,357.24,31.32,359.96,354.57,360.91,329.76,713.74,True,0,,
2024-03-02 14:40:00.000,,2.76,63.36,492.95,146.21,9.47,9.45,1.64,369.1,369.4,368.11,368.63,348.97,350.45,353.58,293.27,360.5,371.11,359.87,340.45,816.38,True,0,,
2024-03-02 15:00:00.000,,3.06,62.95,492.95,145.88,9.51,9.49,1.64,369.83,370.59,372.17,371.7,353.61,351.31,354.64,245.28,360.28,358.55,361.57,335.63,815.23,True,0,,
2024-03-02 15:20:00.000,,3.06,62.95,492.95,145.88,9.48,9.45,1.64,369.45,369.69,367.54,367.4,347.18,348.74,358.41,333.06,360.03,363.16,359.91,337.49,864.02,True,0,,
2024-03-02 15:40:00.000,,3.06,62.95,492.95,148.77,9.51,9.48,1.64,370.99,369.96,371.64,371.65,353.42,350.42,348.61,266.89,358.64,363.18,360.05,335.48,864.27,True,0,,
2024-03-02 16:00:00.000,,3.06,62.95,492.95,155.57,9.49,9.45,1.64,368.96,369.82,371.09,370.68,352.74,350.5,357.98,335.96,361.27,360.09,360.07,325.52,903.4,True,0,,
2024-03-02 16:20:00.000,,3.06,62.95,492.95,159.84,9.48,9.47,1.64,369.35,369.85,368.55,369.16,347.9,349.16,344.11,334.89,359.77,365.56,359.35,327.63,930.95,True,0,,
2024-03-02 16:40:00.000,,3.06,62.95,493.12,162.11,9.51,9.48,1.64,369.62,370.69,369.6,370.21,351.39,349.52,346.52,285.13,359.13,366.35,360.65,328.99,913.47,True,0,,
2024-03-02 17:00:00.000,,3.33,63.29,494.57,164.39,9.5,9.47,1.64,370.53,369.17,370.64,370.68,348.83,348.77,352.36,323.69,358.69,355.89,359.77,321.59,921.45,True,0,,
2024-03-02 17:20:00.000,,3.33,63.29,496.27,166.43,9.5,9.48,1.64,369.5,370.89,371.31,370.67,352.93,351.49,351.3,344.65,361.44,357.52,359.78,318.5,913.82,True,0,,
2024-03-02 17:40:00.000,,3.33,63.29,497.81,168.33,9.49,9.47,1.64,370.41,369.57,369.91,369.64,349.48,349.32,347.83,342.9,360.81,368.52,360.49,327.81,953.59,True,0,,
2024-03-02 18:00:00.000,,3.33,63.29,498.38,169.86,9.5,9.46,1.65,369.12,369.72,369.43,369.42,351.09,350.38,351.65,350.43,361.13,361.74,358.95,323.84,969.18,True,0,,
2024-03-02 18:20:00.000,,3.33,63.29,498.79,170.0,9.48,9.37,1.61,358.4,339.28,329.27,343.39,332.91,347.5,328.88,290.8,354.2,349.6,355.39,317.52,753.65,True,0,,
2024-03-02 18:40:00.000,,3.33,63.29,499.0,170.0,9.16,9.12,1.5,383.15,346.68,380.41,329.58,347.2,338.68,343.49,9.57,368.22,344.11,355.67,274.74,554.22,True,0,,
2024-03-02 19:00:00.000,,3.48,63.84,499.0,170.0,9.41,9.39,1.66,367.32,369.34,358.56,368.55,366.65,350.91,379.1,176.28,356.15,374.27,360.91,316.21,719.33,True,0,,
2024-03-02 19:20:00.000,,3.48,63.84,499.0,170.0,9.44,9.42,1.65,370.77,369.55,375.7,370.49,345.28,349.26,337.52,218.39,363.72,346.07,359.43,312.11,751.88,True,0,,
2024-03-02 19:40:00.000,,3.48,63.84,499.0,170.0,9.46,9.43,1.65,369.67,370.2,368.95,368.86,350.68,350.05,345.16,247.12,359.44,370.66,361.26,348.57,873.58,True,0,,
2024-03-02 20:00:00.000,,3.48,63.84,499.0,170.0,9.5,9.49,1.66,369.39,370.31,371.29,371.36,352.06,349.88,353.02,230.82,359.7,371.19,359.41,342.58,910.15,True,0,,
2024-03-02 20:20:00.000,,3.48,63.84,499.0,170.0,9.48,9.47,1.65,370.33,369.81,371.22,369.49,352.08,349.55,366.16,310.34,360.59,366.11,359.76,324.94,991.89,True,0,,
