,inicio,fim,conc_silica,conc_fe,param_dosagem_amido,dosagem_amina_conc_magnetica,ph_flotacao_linha01,ph_flotacao_linha02,densidade_alimentacao_flotacao,nivel_celula_li640101,TO_LI6401_02,nivel_celula_li640201,nivel_celula_li640202,nivel_celula_li641101,nivel_celula_li641102,nivel_celula_li641201,nivel_celula_li641202,nivel_celula_li642101,nivel_celula_li642201,nivel_celula_li643101,nivel_celula_li643201,vazao_alimentacao_flotacao,operacao,inicio_dt,mudou,tempo_entre_mudancas,fora_do_esperado
413,2024-03-15 23:00:00.000,2024-03-15 23:20:00.000,1.11,66.93,497.77,161.08,9.51,9.32,1.65,359.57,370.7,372.16,369.02,353.33,350.2,347.19,349.94,359.25,366.51,360.33,307.72,799.7,True,2024-03-15 23:00:00.000,True,0 days 02:00:00,False
414,2024-03-16 01:00:00.000,2024-03-16 01:20:00.000,1.94,65.61,497.77,135.0,9.46,9.29,1.66,359.1,369.63,373.02,373.75,351.68,349.77,366.22,245.77,361.37,360.96,360.24,315.64,739.69,True,2024-03-16 01:00:00.000,True,0 days 02:00:00,False
415,2024-03-16 03:00:00.000,2024-03-16 03:20:00.000,2.71,65.6,497.77,147.81,9.54,9.36,1.63,362.66,377.55,375.65,373.01,351.92,352.45,364.6,137.71,361.29,359.5,358.77,214.64,834.96,True,2024-03-16 03:00:00.000,True,0 days 02:00:00,False
416,2024-03-16 05:00:00.000,2024-03-16 05:20:00.000,3.39,65.33,490.0,144.08,9.48,9.31,1.63,359.45,368.66,370.83,370.16,351.05,349.65,351.72,355.57,360.0,367.16,360.09,270.72,1059.38,True,2024-03-16 05:00:00.000,True,0 days 02:00:00,False
417,2024-03-16 07:00:00.000,2024-03-16 07:20:00.000,3.66,64.73,494.17,170.0,9.51,9.36,1.63,359.79,369.97,369.14,369.08,350.59,350.14,353.0,354.83,359.17,358.7,359.64,239.1,1047.69,True,2024-03-16 07:00:00.000,True,0 days 02:00:00,False
418,2024-03-16 09:00:00.000,2024-03-16 09:20:00.000,2.21,65.77,494.17,170.0,9.46,9.31,1.65,360.65,361.23,372.39,360.96,351.92,351.2,354.11,312.26,360.41,360.99,361.6,250.69,1026.89,True,2024-03-16 09:00:00.000,True,0 days 02:00:00,False
419,2024-03-16 11:00:00.000,2024-03-16 11:20:00.000,2.54,65.15,494.17,151.21,9.53,9.4,1.63,360.21,360.11,354.81,360.17,350.59,349.65,351.68,24.63,360.44,341.42,359.31,229.4,751.02,True,2024-03-16 11:00:00.000,True,0 days 02:00:00,False
420,2024-03-16 13:00:00.000,2024-03-16 13:20:00.000,1.89,65.9,488.85,143.75,9.47,9.34,1.63,359.83,359.26,370.16,360.6,350.91,350.52,352.54,195.44,360.45,366.37,360.97,286.0,860.03,True,2024-03-16 13:00:00.000,True,0 days 02:00:00,False
421,2024-03-16 15:00:00.000,2024-03-16 15:20:00.000,2.17,65.19,489.09,145.64,9.5,9.35,1.63,359.3,360.46,369.17,359.88,351.06,350.25,349.23,272.5,360.6,361.99,358.56,268.07,875.76,True,2024-03-16 15:00:00.000,True,0 days 02:00:00,False
422,2024-03-16 17:00:00.000,2024-03-16 17:20:00.000,2.34,65.05,494.13,150.46,9.54,9.42,1.62,359.02,358.6,366.87,358.74,344.52,348.52,307.15,286.86,359.06,344.67,360.83,235.68,812.07,True,2024-03-16 17:00:00.000,True,0 days 02:00:00,False
423,2024-03-16 19:00:00.000,2024-03-16 19:20:00.000,2.84,64.8,494.66,145.5,9.59,9.5,1.62,358.83,359.64,345.69,359.47,349.62,349.93,339.88,69.08,358.48,343.91,359.9,243.71,576.64,True,2024-03-16 19:00:00.000,True,0 days 02:00:00,False
424,2024-03-16 21:00:00.000,2024-03-16 21:20:00.000,2.44,65.11,494.67,149.31,9.5,9.37,1.63,360.96,360.16,370.7,360.45,352.93,349.77,354.14,338.24,359.24,361.84,358.54,319.3,886.42,True,2024-03-16 21:00:00.000,True,0 days 02:00:00,False
425,2024-03-16 23:00:00.000,2024-03-16 23:20:00.000,1.85,66.11,494.81,143.86,9.5,9.38,1.62,359.65,360.49,368.62,361.65,351.9,350.85,347.41,319.23,359.68,329.61,359.45,323.01,844.61,True,2024-03-16 23:00:00.000,True,0 days 02:00:00,False
426,2024-03-17 01:00:00.000,2024-03-17 01:20:00.000,2.68,65.1,494.83,145.21,9.51,9.38,1.62,357.86,359.37,359.23,360.74,349.5,351.5,346.57,149.39,359.81,302.75,359.73,339.31,773.71,True,2024-03-17 01:00:00.000,True,0 days 02:00:00,False
427,2024-03-17 03:00:00.000,2024-03-17 03:20:00.000,2.29,65.39,494.83,144.01,9.49,9.37,1.63,361.0,360.45,372.31,361.85,352.48,349.08,359.4,216.48,359.96,319.49,359.6,329.16,778.4,True,2024-03-17 03:00:00.000,True,0 days 02:00:00,False
428,2024-03-17 05:00:00.000,2024-03-17 05:20:00.000,1.93,66.4,490.16,147.08,9.47,9.36,1.63,360.28,360.42,371.11,360.82,351.46,350.43,334.05,324.02,358.81,346.88,361.28,349.95,879.88,True,2024-03-17 05:00:00.000,True,0 days 02:00:00,False
429,2024-03-17 07:00:00.000,2024-03-17 07:20:00.000,1.79,65.33,490.33,147.54,9.43,9.34,1.63,360.24,359.02,362.76,358.87,347.29,348.3,345.83,192.71,362.21,322.03,359.9,232.82,509.63,True,2024-03-17 07:00:00.000,True,0 days 02:00:00,False
430,2024-03-17 09:00:00.000,2024-03-17 09:20:00.000,1.85,65.1,490.33,143.68,9.51,9.43,1.63,372.07,337.97,335.5,360.1,338.73,345.58,348.94,0.07,346.0,296.76,357.67,205.72,573.12,True,2024-03-17 09:00:00.000,True,0 days 02:00:00,False
431,2024-03-17 11:00:00.000,2024-03-17 11:20:00.000,1.75,64.8,490.71,144.68,9.5,9.45,1.6,361.09,340.53,285.59,360.34,369.98,351.43,345.57,2.16,363.13,302.68,360.78,238.83,579.91,True,2024-03-17 11:00:00.000,True,0 days 02:00:00,False
432,2024-03-17 13:00:00.000,2024-03-17 13:20:00.000,1.96,64.86,490.73,142.29,9.52,9.46,1.64,360.64,345.79,313.96,350.27,341.93,349.05,355.0,1.03,360.44,337.4,359.4,257.33,612.29,True,2024-03-17 13:00:00.000,True,0 days 02:00:00,False
433,2024-03-17 15:00:00.000,2024-03-17 15:20:00.000,1.45,65.52,494.08,147.7,9.1,9.01,1.6,361.65,326.4,287.9,351.29,352.55,350.14,347.83,5.31,361.45,328.7,360.1,264.57,522.61,True,2024-03-17 15:00:00.000,True,0 days 02:00:00,False
434,2024-03-17 17:00:00.000,2024-03-17 17:20:00.000,0.79,66.84,494.45,135.0,9.48,9.41,1.65,359.64,361.4,366.56,362.58,351.12,350.61,348.67,28.74,356.13,358.49,359.98,237.57,619.57,True,2024-03-17 17:00:00.000,True,0 days 02:00:00,False
435,2024-03-17 19:00:00.000,2024-03-17 19:20:00.000,2.26,66.11,490.0,135.23,9.5,9.44,1.63,359.71,360.1,369.32,358.62,349.26,349.87,365.33,335.89,359.06,363.52,360.52,278.31,724.55,True,2024-03-17 19:00:00.000,True,0 days 02:00:00,False
436,2024-03-17 21:00:00.000,2024-03-17 21:20:00.000,1.26,65.96,490.0,147.65,9.53,9.47,1.63,360.0,360.54,373.9,360.15,352.08,350.63,359.42,118.08,361.04,366.21,359.75,284.99,765.19,True,2024-03-17 21:00:00.000,True,0 days 02:00:00,False
437,2024-03-17 23:00:00.000,2024-03-17 23:20:00.000,0.89,67.7,496.42,137.59,9.51,9.46,1.65,360.74,360.94,372.53,360.33,352.07,349.71,352.29,116.31,359.2,361.46,360.57,288.19,761.96,True,2024-03-17 23:00:00.000,True,0 days 02:00:00,False
438,2024-03-18 01:00:00.000,2024-03-18 01:20:00.000,0.69,67.71,496.43,135.0,9.48,9.43,1.65,359.96,359.94,370.3,360.19,351.52,349.26,360.87,296.99,358.99,352.3,359.04,282.34,786.95,True,2024-03-18 01:00:00.000,True,0 days 02:00:00,False
439,2024-03-18 03:00:00.000,2024-03-18 03:20:00.000,0.85,67.78,492.23,135.0,9.41,9.34,1.64,359.68,360.82,370.52,359.34,352.88,350.53,356.62,301.05,359.79,358.55,359.44,303.16,905.78,True,2024-03-18 03:00:00.000,True,0 days 02:00:00,False
440,2024-03-18 05:00:00.000,2024-03-18 05:20:00.000,0.94,67.23,495.71,135.0,9.53,9.45,1.63,339.28,335.05,345.05,409.86,310.14,228.92,260.02,23.17,357.15,361.15,214.1,266.12,850.11,True,2024-03-18 05:00:00.000,True,0 days 02:00:00,False
441,2024-03-18 07:00:00.000,2024-03-18 07:20:00.000,2.22,65.66,490.0,135.0,9.49,9.3,1.63,340.16,339.41,410.0,410.0,323.61,328.28,22.19,209.7,360.42,187.77,312.98,237.55,596.67,True,2024-03-18 07:00:00.000,True,0 days 02:00:00,False
442,2024-03-18 09:00:00.000,2024-03-18 09:20:00.000,5.72,62.38,490.0,146.44,9.5,9.47,1.6,340.63,339.93,342.03,341.12,329.94,330.21,331.05,2.41,355.81,302.48,360.41,198.25,704.07,True,2024-03-18 09:00:00.000,True,0 days 02:00:00,False
443,2024-03-18 11:00:00.000,2024-03-18 11:20:00.000,3.53,64.48,490.0,170.0,9.47,9.43,1.6,339.36,357.64,350.07,349.03,357.72,332.17,345.82,65.55,361.9,373.54,351.51,164.93,885.6,True,2024-03-18 11:00:00.000,True,0 days 02:00:00,False
444,2024-03-18 13:00:00.000,2024-03-18 13:20:00.000,1.62,64.94,490.0,170.0,9.44,9.39,1.61,350.34,352.56,351.56,352.31,340.21,338.76,358.44,191.62,359.8,372.45,358.54,130.61,811.85,True,2024-03-18 13:00:00.000,True,0 days 02:00:00,False
445,2024-03-18 15:00:00.000,2024-03-18 15:20:00.000,1.33,66.59,490.0,140.88,9.56,9.52,1.25,350.69,352.23,348.79,355.67,346.37,341.8,357.63,339.82,287.19,373.35,352.74,143.1,512.16,True,2024-03-18 15:00:00.000,True,0 days 02:00:00,False
447,2024-03-18 23:00:00.000,2024-03-18 23:20:00.000,3.12,64.8,497.72,151.85,9.47,9.47,1.65,349.51,350.53,348.75,347.63,339.17,338.79,348.68,312.78,357.1,363.57,360.59,322.49,844.46,True,2024-03-18 23:00:00.000,True,0 days 02:00:00,False
448,2024-03-19 01:00:00.000,2024-03-19 01:20:00.000,1.62,65.75,497.72,170.0,9.65,9.67,1.61,350.59,338.69,317.21,353.4,337.61,339.63,333.24,7.13,357.66,355.4,359.66,322.61,553.88,True,2024-03-19 01:00:00.000,True,0 days 02:00:00,False
450,2024-03-19 07:00:00.000,2024-03-19 07:20:00.000,3.47,64.79,499.1,135.0,9.43,9.52,1.61,350.4,356.6,204.07,236.76,338.54,341.59,343.15,7.6,361.07,367.21,359.53,347.56,501.99,True,2024-03-19 07:00:00.000,True,0 days 02:00:00,False
451,2024-03-19 09:00:00.000,2024-03-19 09:20:00.000,1.28,66.03,499.1,151.25,9.44,9.48,1.54,348.84,350.21,337.35,324.11,342.14,340.55,341.25,75.46,359.61,362.11,359.8,300.13,693.54,True,2024-03-19 09:00:00.000,True,0 days 02:00:00,False
452,2024-03-19 11:00:00.000,2024-03-19 11:20:00.000,1.43,66.08,496.56,138.41,9.45,9.45,1.58,350.4,350.46,358.74,355.24,344.45,340.46,349.67,202.12,359.9,359.82,359.88,290.67,843.08,True,2024-03-19 11:00:00.000,True,0 days 02:00:00,False
453,2024-03-19 13:00:00.000,2024-03-19 13:20:00.000,0.87,67.17,496.56,135.0,9.52,9.52,1.57,351.34,351.32,349.21,349.76,335.97,339.5,333.4,263.6,360.07,360.72,360.18,298.2,848.69,True,2024-03-19 13:00:00.000,True,0 days 02:00:00,False
455,2024-03-19 23:00:00.000,2024-03-19 23:20:00.000,1.15,66.29,490.0,162.6,9.5,9.53,1.62,347.97,349.68,350.06,285.85,340.13,339.8,341.42,0.0,360.34,331.38,359.32,264.54,699.97,True,2024-03-19 23:00:00.000,True,0 days 02:00:00,False
456,2024-03-20 01:00:00.000,2024-03-20 01:20:00.000,1.16,66.36,490.0,135.01,9.46,9.46,1.62,349.4,349.16,346.71,225.72,335.35,337.99,332.4,20.0,357.63,340.52,360.04,295.21,867.95,True,2024-03-20 01:00:00.000,True,0 days 02:00:00,False
457,2024-03-20 03:00:00.000,2024-03-20 03:20:00.000,0.79,66.88,490.0,135.0,9.52,9.52,1.16,348.86,408.71,352.77,352.13,353.23,408.85,379.92,342.25,364.64,399.35,360.6,228.31,852.89,True,2024-03-20 03:00:00.000,True,0 days 02:00:00,False
459,2024-03-21 05:00:00.000,2024-03-21 05:20:00.000,1.43,65.85,490.43,150.0,8.91,9.11,1.63,361.49,317.94,236.2,271.96,225.49,144.32,179.83,1.07,208.85,221.09,20.63,36.85,768.75,True,2024-03-21 05:00:00.000,True,0 days 02:00:00,False
461,2024-03-21 11:00:00.000,2024-03-21 11:20:00.000,0.87,66.69,495.9,135.0,9.08,9.46,1.62,349.47,349.55,346.11,345.96,368.89,324.21,336.78,325.42,360.39,337.12,359.95,278.95,852.13,True,2024-03-21 11:00:00.000,True,0 days 02:00:00,False
462,2024-03-21 13:00:00.000,2024-03-21 13:20:00.000,1.18,66.31,497.48,135.0,9.17,9.51,1.62,350.58,350.86,351.89,342.41,337.3,211.06,341.9,103.32,361.07,337.03,360.26,251.99,696.2,True,2024-03-21 13:00:00.000,True,0 days 02:00:00,False
463,2024-03-21 15:00:00.000,2024-03-21 15:20:00.000,1.77,65.62,494.55,135.0,9.09,9.54,1.62,350.02,347.59,347.73,350.41,338.96,370.07,341.69,318.28,360.34,356.69,360.93,290.87,876.3,True,2024-03-21 15:00:00.000,True,0 days 02:00:00,False
464,2024-03-21 17:00:00.000,2024-03-21 17:20:00.001,1.64,66.23,494.08,142.8,8.97,9.49,1.62,350.03,351.02,352.34,351.25,344.82,374.16,343.86,244.45,359.68,351.82,360.31,296.26,847.45,True,2024-03-21 17:00:00.000,True,0 days 02:00:00,False
466,2024-03-21 21:00:00.001,2024-03-21 21:20:00.001,2.08,65.59,490.0,150.67,8.83,9.48,1.61,350.97,356.82,355.57,358.22,353.21,353.67,292.47,38.94,362.51,382.13,355.29,315.69,854.04,True,2024-03-21 21:00:00.001,True,0 days 02:00:00,False
467,2024-03-21 23:00:00.001,2024-03-21 23:20:00.001,1.34,65.82,491.83,149.88,8.77,9.51,1.63,350.15,351.72,351.68,349.5,342.6,296.77,86.43,0.0,359.71,339.01,14.83,297.48,805.2,True,2024-03-21 23:00:00.001,True,0 days 02:00:00,False
468,2024-03-22 01:00:00.001,2024-03-22 01:20:00.001,1.28,66.16,491.83,135.0,9.37,9.33,1.57,353.81,379.54,259.18,409.47,373.48,300.5,187.98,281.42,364.75,378.31,265.55,310.91,740.93,True,2024-03-22 01:00:00.001,True,0 days 02:00:00,False
469,2024-03-22 03:00:00.001,2024-03-22 03:20:00.001,1.12,65.79,496.57,135.0,8.52,9.44,1.66,350.4,349.46,356.34,327.92,340.55,145.13,338.01,336.08,359.38,376.92,360.08,301.51,891.33,True,2024-03-22 03:00:00.001,True,0 days 02:00:00,False
470,2024-03-22 05:00:00.001,2024-03-22 05:20:00.001,1.25,66.34,495.13,135.0,7.91,9.52,1.6,140.42,276.29,320.94,264.97,164.29,173.61,313.01,59.44,360.77,334.04,360.68,272.99,517.34,True,2024-03-22 05:00:00.001,True,0 days 02:00:00,False
471,2024-03-22 07:00:00.001,2024-03-22 07:20:00.001,6.45,61.95,490.0,135.0,7.71,9.53,1.44,125.96,276.13,336.41,179.44,159.51,137.42,314.23,257.56,17.04,381.7,21.27,219.05,559.48,True,2024-03-22 07:00:00.001,True,0 days 02:00:00,False
472,2024-03-22 09:00:00.001,2024-03-22 09:20:00.001,2.73,65.28,490.0,165.18,7.52,9.46,1.47,197.16,277.18,359.31,307.71,171.36,116.44,307.53,316.48,42.86,409.55,17.3,373.21,790.61,True,2024-03-22 09:00:00.001,True,0 days 02:00:00,False
473,2024-03-22 11:00:00.001,2024-03-22 11:20:00.001,1.21,66.88,490.0,144.77,7.43,9.49,1.43,185.39,277.92,335.14,291.48,176.97,112.98,0.0,36.65,0.0,341.36,27.22,234.66,560.29,True,2024-03-22 11:00:00.001,True,0 days 02:00:00,False
474,2024-03-22 13:00:00.001,2024-03-22 13:20:00.001,1.13,66.18,490.0,135.0,7.41,9.48,1.27,205.12,274.18,363.15,349.74,176.33,112.67,0.0,12.68,10.6,407.68,27.7,340.54,608.66,True,2024-03-22 13:00:00.001,True,0 days 02:00:00,False
477,2024-03-22 23:00:00.001,2024-03-22 23:20:00.001,1.95,63.96,491.06,135.0,9.49,9.32,1.62,360.44,357.67,326.28,352.58,350.59,97.74,359.54,0.0,353.95,370.5,276.93,305.93,805.28,True,2024-03-22 23:00:00.001,True,0 days 02:00:00,False
478,2024-03-23 01:00:00.001,2024-03-23 01:20:00.001,1.45,65.74,490.83,148.12,9.54,9.36,1.61,358.56,366.89,351.5,335.89,343.48,80.43,344.62,38.41,360.05,349.75,190.89,283.83,825.33,True,2024-03-23 01:00:00.001,True,0 days 02:00:00,False
479,2024-03-23 03:00:00.001,2024-03-23 03:20:00.001,2.07,65.44,490.83,135.83,9.48,9.02,1.62,361.49,360.78,409.51,319.86,347.1,93.66,8.55,113.24,360.6,357.47,253.91,257.5,880.37,True,2024-03-23 03:00:00.001,True,0 days 02:00:00,False
480,2024-03-23 05:00:00.001,2024-03-23 05:20:00.001,2.72,65.25,490.3,151.62,9.55,9.42,1.62,358.57,361.14,350.9,338.7,352.38,95.82,350.99,0.0,357.2,359.82,273.98,282.02,759.78,True,2024-03-23 05:00:00.001,True,0 days 02:00:00,False
481,2024-03-23 07:00:00.001,2024-03-23 07:20:00.001,2.04,65.99,495.83,144.65,9.53,9.41,1.63,359.04,363.44,351.01,352.62,353.03,90.45,354.86,91.78,362.21,365.33,313.77,283.76,758.29,True,2024-03-23 07:00:00.001,True,0 days 02:00:00,False
482,2024-03-23 09:00:00.001,2024-03-23 09:20:00.001,1.08,66.43,495.83,149.35,9.51,9.38,1.63,359.89,356.32,346.44,346.64,374.55,409.79,348.02,327.75,362.29,359.29,360.07,289.73,862.0,True,2024-03-23 09:00:00.001,True,0 days 02:00:00,False
483,2024-03-23 11:00:00.001,2024-03-23 11:20:00.001,1.99,65.95,495.83,136.03,9.51,9.38,1.64,358.89,344.11,314.61,319.69,318.52,137.11,347.46,0.19,358.39,337.66,358.58,225.31,593.93,True,2024-03-23 11:00:00.001,True,0 days 02:00:00,False
484,2024-03-23 13:00:00.001,2024-03-23 13:20:00.001,1.33,65.72,495.83,149.29,9.46,9.34,1.65,359.35,360.94,345.97,350.49,354.4,339.55,362.4,263.64,364.19,355.36,350.74,280.66,884.45,True,2024-03-23 13:00:00.001,True,0 days 02:00:00,False
485,2024-03-23 15:00:00.001,2024-03-23 15:20:00.001,0.97,65.95,498.76,135.01,9.52,9.39,1.65,360.99,360.35,349.62,349.87,347.17,98.08,346.6,0.28,362.56,357.19,342.77,292.49,780.72,True,2024-03-23 15:00:00.001,True,0 days 02:00:00,False
486,2024-03-23 17:00:00.001,2024-03-23 17:20:00.001,0.9,66.7,499.27,135.0,9.5,9.39,1.64,359.98,359.44,343.7,337.4,344.05,92.19,346.59,0.0,358.01,354.85,298.06,286.98,855.08,True,2024-03-23 17:00:00.001,True,0 days 02:00:00,False
487,2024-03-23 19:00:00.001,2024-03-23 19:20:00.001,1.23,66.81,499.01,135.0,9.46,9.33,1.64,360.25,363.57,288.65,222.85,350.72,93.63,313.99,0.0,313.42,292.48,168.51,276.55,764.58,True,2024-03-23 19:00:00.001,True,0 days 02:00:00,False
488,2024-03-23 21:00:00.001,2024-03-23 21:20:00.001,1.44,65.38,499.01,135.0,9.46,9.33,1.64,360.91,358.89,349.28,327.89,344.2,79.37,365.52,20.79,364.16,374.44,183.58,276.35,847.78,True,2024-03-23 21:00:00.001,True,0 days 02:00:00,False
489,2024-03-23 23:00:00.001,2024-03-23 23:20:00.001,3.42,64.24,493.62,135.0,9.5,9.43,1.59,361.62,349.41,250.01,261.95,354.53,80.23,204.62,0.13,330.4,347.84,97.67,224.96,499.61,True,2024-03-23 23:00:00.001,True,0 days 02:00:00,False
490,2024-03-24 01:00:00.001,2024-03-24 01:20:00.001,3.25,63.63,490.0,170.0,9.58,9.25,1.59,364.2,308.26,238.89,267.56,328.87,80.79,347.48,0.06,360.4,347.31,168.71,258.37,520.75,True,2024-03-24 01:00:00.001,True,0 days 02:00:00,False
491,2024-03-24 03:00:00.001,2024-03-24 03:20:00.001,2.05,64.95,490.0,170.0,9.5,9.39,1.63,360.82,341.24,273.84,221.52,346.09,101.24,341.27,1.38,359.73,341.9,317.04,257.68,653.42,True,2024-03-24 03:00:00.001,True,0 days 02:00:00,False
492,2024-03-24 05:00:00.001,2024-03-24 05:20:00.001,1.57,65.22,490.83,150.4,9.54,9.42,1.62,360.15,357.67,348.75,347.02,345.24,112.2,331.52,208.58,359.42,357.89,309.03,296.69,902.16,True,2024-03-24 05:00:00.001,True,0 days 02:00:00,False
493,2024-03-24 07:00:00.001,2024-03-24 07:20:00.001,1.75,65.0,490.0,137.04,9.53,9.41,1.62,360.34,360.51,350.0,352.14,349.54,108.82,345.94,33.83,361.57,368.4,283.71,302.16,1039.06,True,2024-03-24 07:00:00.001,True,0 days 02:00:00,False
494,2024-03-24 09:00:00.001,2024-03-24 09:20:00.001,1.11,66.27,490.0,137.29,9.51,9.39,1.62,360.38,347.79,334.27,313.32,337.61,101.73,346.74,0.55,355.67,343.69,284.41,286.53,787.03,True,2024-03-24 09:00:00.001,True,0 days 02:00:00,False
495,2024-03-24 11:00:00.001,2024-03-24 11:20:00.001,1.26,66.22,490.0,135.0,9.44,8.82,1.39,360.88,375.37,272.9,258.05,367.74,118.39,320.74,0.12,356.3,327.61,262.56,286.08,519.4,True,2024-03-24 11:00:00.001,True,0 days 02:00:00,False
496,2024-03-24 13:00:00.001,2024-03-24 13:20:00.001,1.04,66.12,490.0,135.0,9.52,9.36,1.62,356.05,351.98,344.09,351.4,318.97,137.6,318.43,220.65,353.4,386.68,298.89,305.03,1173.92,True,2024-03-24 13:00:00.001,True,0 days 02:00:00,False
497,2024-03-24 15:00:00.001,2024-03-24 15:20:00.001,3.46,64.79,490.0,135.12,9.46,9.36,1.62,361.59,357.31,269.73,183.99,363.4,77.36,338.96,0.0,327.85,212.65,261.24,303.72,657.26,True,2024-03-24 15:00:00.001,True,0 days 02:00:00,False
498,2024-03-24 17:00:00.001,2024-03-24 17:20:00.001,5.44,62.81,490.0,169.06,9.46,9.35,1.62,358.2,333.1,255.78,186.47,283.97,94.64,348.82,0.06,328.39,347.89,263.28,263.41,636.01,True,2024-03-24 17:00:00.001,True,0 days 02:00:00,False
503,2024-03-24 23:00:00.001,2024-03-24 23:20:00.001,2.3,64.1,486.86,170.0,9.49,9.27,1.62,360.22,335.19,292.82,211.35,322.52,104.01,355.31,0.06,361.67,356.9,248.62,262.95,783.44,True,2024-03-24 23:00:00.001,True,0 days 02:00:00,False
504,2024-03-25 01:00:00.001,2024-03-25 01:20:00.001,1.6,63.93,490.0,146.67,9.52,9.14,1.61,359.39,354.67,347.6,322.46,345.04,78.05,352.29,0.0,357.8,359.93,263.44,285.37,725.0,True,2024-03-25 01:00:00.001,True,0 days 02:00:00,False
505,2024-03-25 03:00:00.001,2024-03-25 03:20:00.001,3.49,64.03,490.0,138.51,9.62,9.26,1.39,360.54,366.02,360.34,341.06,354.79,89.19,363.39,13.09,318.27,375.5,268.96,240.0,502.05,True,2024-03-25 03:00:00.001,True,0 days 02:00:00,False
506,2024-03-25 05:00:00.001,2024-03-25 05:20:00.001,1.62,64.69,490.0,169.99,9.52,9.2,1.61,359.85,361.32,338.68,320.11,345.58,124.13,315.42,335.55,360.32,362.32,295.62,294.03,953.32,True,2024-03-25 05:00:00.001,True,0 days 02:00:00,False
507,2024-03-25 07:00:00.001,2024-03-25 07:20:00.001,1.0,66.09,490.0,138.75,9.48,9.18,1.63,360.12,360.62,355.03,359.26,350.72,130.59,350.94,359.33,364.1,365.49,288.01,306.35,915.12,True,2024-03-25 07:00:00.001,True,0 days 02:00:00,False
508,2024-03-25 09:00:00.001,2024-03-25 09:20:00.001,0.79,66.42,490.0,135.0,9.5,9.19,1.62,361.27,360.07,362.52,360.4,360.5,146.2,350.05,355.92,362.38,364.9,299.27,317.47,940.37,True,2024-03-25 09:00:00.001,True,0 days 02:00:00,False
509,2024-03-25 11:00:00.001,2024-03-25 11:20:00.001,0.87,66.56,490.0,135.0,9.5,9.18,1.63,361.49,358.95,358.4,345.95,341.89,118.96,328.76,93.42,358.69,368.13,298.35,319.74,858.53,True,2024-03-25 11:00:00.001,True,0 days 02:00:00,False
510,2024-03-25 13:00:00.001,2024-03-25 13:20:00.001,1.28,66.09,490.0,135.0,9.5,9.16,1.63,359.71,359.28,365.99,297.13,350.14,116.26,355.48,0.0,360.02,356.87,292.56,317.87,742.27,True,2024-03-25 13:00:00.001,True,0 days 02:00:00,False
511,2024-03-25 15:00:00.001,2024-03-25 15:20:00.001,0.97,67.49,490.0,135.0,9.48,8.86,1.63,360.71,361.46,360.95,260.6,352.89,122.06,348.41,0.0,358.61,353.29,302.67,313.11,725.94,True,2024-03-25 15:00:00.001,True,0 days 02:00:00,False
512,2024-03-25 17:00:00.001,2024-03-25 17:20:00.001,0.78,65.73,490.62,135.0,9.51,8.89,1.63,360.12,361.65,364.27,349.54,356.0,124.55,361.62,20.98,363.26,371.58,361.23,317.73,796.51,True,2024-03-25 17:00:00.001,True,0 days 02:00:00,False
513,2024-03-25 19:00:00.001,2024-03-25 19:20:00.001,0.76,66.81,496.5,140.74,9.45,8.98,1.63,361.22,363.38,366.1,361.2,358.23,125.18,356.15,0.0,363.28,391.8,368.9,324.09,761.28,True,2024-03-25 19:00:00.001,True,0 days 02:00:00,False
514,2024-03-25 21:00:00.001,2024-03-25 21:20:00.001,0.77,66.71,496.5,140.75,9.47,9.41,1.63,360.19,358.65,320.74,261.78,349.51,118.02,349.4,0.02,359.15,360.09,368.24,326.53,700.32,True,2024-03-25 21:00:00.001,True,0 days 02:00:00,False
515,2024-03-25 23:00:00.001,2024-03-25 23:20:00.001,0.92,66.41,496.06,139.41,9.43,9.49,1.63,360.65,359.28,308.73,252.41,349.58,116.77,349.17,0.04,360.86,360.09,367.26,327.74,685.25,True,2024-03-25 23:00:00.001,True,0 days 02:00:00,False
516,2024-03-26 01:00:00.001,2024-03-26 01:20:00.001,1.17,66.48,490.0,135.0,9.44,9.48,1.63,361.37,362.45,293.16,250.29,353.96,116.81,350.91,0.07,359.96,366.15,368.99,322.11,626.97,True,2024-03-26 01:00:00.001,True,0 days 02:00:00,False
517,2024-03-26 03:00:00.001,2024-03-26 03:20:00.001,1.5,66.37,491.47,135.0,9.4,9.46,1.6,359.49,359.82,363.4,330.83,347.17,121.53,351.49,0.1,359.35,358.63,351.44,317.89,646.39,True,2024-03-26 03:00:00.001,True,0 days 02:00:00,False
518,2024-03-26 05:00:00.001,2024-03-26 05:20:00.001,1.15,66.77,491.8,135.0,9.46,9.48,1.63,360.54,358.93,360.29,360.49,349.0,120.32,352.57,20.45,362.31,363.44,369.79,321.98,880.08,True,2024-03-26 05:00:00.001,True,0 days 02:00:00,False
519,2024-03-26 07:00:00.001,2024-03-26 07:20:00.001,0.6,66.91,495.83,135.0,9.46,9.49,1.64,360.56,359.61,362.91,361.71,349.69,118.58,349.56,0.18,359.44,363.38,368.87,323.34,810.05,True,2024-03-26 07:00:00.001,True,0 days 02:00:00,False
520,2024-03-26 09:00:00.001,2024-03-26 09:20:00.001,0.62,67.07,495.86,135.0,9.55,9.55,1.63,360.5,352.0,349.85,333.58,333.34,117.76,338.97,0.41,341.59,339.4,405.35,340.82,796.53,True,2024-03-26 09:00:00.001,True,0 days 02:00:00,False
