intervalo_2h,conc_fe_media,param_dosagem_amido_media,dosagem_amina_conc_magnetica_media,ph_flotacao_linha01_media,ph_flotacao_linha02_media,densidade_alimentacao_flotacao_media,nivel_celula_li640101_media,TO_LI6401_02_media,nivel_celula_li640201_media,nivel_celula_li640202_media,nivel_celula_li641101_media,nivel_celula_li641102_media,nivel_celula_li641201_media,nivel_celula_li641202_media,nivel_celula_li642101_media,nivel_celula_li642201_media,nivel_celula_li643101_media,nivel_celula_li643201_media,vazao_alimentacao_flotacao_media,conc_fe_mediana,param_dosagem_amido_mediana,dosagem_amina_conc_magnetica_mediana,ph_flotacao_linha01_mediana,ph_flotacao_linha02_mediana,densidade_alimentacao_flotacao_mediana,nivel_celula_li640101_mediana,TO_LI6401_02_mediana,nivel_celula_li640201_mediana,nivel_celula_li640202_mediana,nivel_celula_li641101_mediana,nivel_celula_li641102_mediana,nivel_celula_li641201_mediana,nivel_celula_li641202_mediana,nivel_celula_li642101_mediana,nivel_celula_li642201_mediana,nivel_celula_li643101_mediana,nivel_celula_li643201_mediana,vazao_alimentacao_flotacao_mediana,conc_fe_q1,param_dosagem_amido_q1,dosagem_amina_conc_magnetica_q1,ph_flotacao_linha01_q1,ph_flotacao_linha02_q1,densidade_alimentacao_flotacao_q1,nivel_celula_li640101_q1,TO_LI6401_02_q1,nivel_celula_li640201_q1,nivel_celula_li640202_q1,nivel_celula_li641101_q1,nivel_celula_li641102_q1,nivel_celula_li641201_q1,nivel_celula_li641202_q1,nivel_celula_li642101_q1,nivel_celula_li642201_q1,nivel_celula_li643101_q1,nivel_celula_li643201_q1,vazao_alimentacao_flotacao_q1,conc_fe_q3,param_dosagem_amido_q3,dosagem_amina_conc_magnetica_q3,ph_flotacao_linha01_q3,ph_flotacao_linha02_q3,densidade_alimentacao_flotacao_q3,nivel_celula_li640101_q3,TO_LI6401_02_q3,nivel_celula_li640201_q3,nivel_celula_li640202_q3,nivel_celula_li641101_q3,nivel_celula_li641102_q3,nivel_celula_li641201_q3,nivel_celula_li641202_q3,nivel_celula_li642101_q3,nivel_celula_li642201_q3,nivel_celula_li643101_q3,nivel_celula_li643201_q3,vazao_alimentacao_flotacao_q3,conc_fe_n,param_dosagem_amido_n,dosagem_amina_conc_magnetica_n,ph_flotacao_linha01_n,ph_flotacao_linha02_n,densidade_alimentacao_flotacao_n,nivel_celula_li640101_n,TO_LI6401_02_n,nivel_celula_li640201_n,nivel_celula_li640202_n,nivel_celula_li641101_n,nivel_celula_li641102_n,nivel_celula_li641201_n,nivel_celula_li641202_n,nivel_celula_li642101_n,nivel_celula_li642201_n,nivel_celula_li643101_n,nivel_celula_li643201_n,vazao_alimentacao_flotacao_n,conc_silica_laudo
2024-02-27 12:00:00,62.16,492.77,170.0,9.508333333333333,9.521666666666667,1.6366666666666667,370.1116666666667,355.91833333333335,368.18,361.4916666666666,346.4066666666667,348.56666666666666,297.87333333333333,78.39166666666667,360.1233333333333,352.9066666666667,258.34666666666664,270.1983333333333,733.1333333333333,62.16,492.77,170.0,9.504999999999999,9.530000000000001,1.64,370.22,356.47,368.94000000000005,368.825,350.825,348.78999999999996,316.99,6.295,359.845,363.265,249.42,287.335,723.025,60.35,492.77,170.0,9.465,9.495000000000001,1.6324999999999998,369.6625,343.88,363.48249999999996,362.4,339.82000000000005,347.8375,265.1475,0.0,359.46999999999997,355.625,221.74,223.7575,680.775,63.97,492.77,170.0,9.545,9.55,1.64,370.4475,367.965,371.4875,370.79499999999996,352.28249999999997,349.765,328.085,156.4625,360.7375,370.395,289.64750000000004,310.0525,800.8775,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,
2024-02-27 14:00:00,60.35,492.89333333333326,170.0,9.543333333333335,9.566666666666666,1.5166666666666666,370.18666666666667,353.1366666666667,359.6333333333334,359.7166666666667,354.2033333333334,351.32,343.12000000000006,81.66666666666667,358.48333333333335,357.04333333333335,339.60999999999996,297.92,592.36,60.35,492.77,170.0,9.5,9.51,1.5,370.54,345.69,358.45,362.94,355.53,351.51,348.87,20.4,357.54,353.58,345.05,312.06,628.0,60.35,492.77,170.0,9.495000000000001,9.504999999999999,1.4649999999999999,369.08500000000004,345.15,357.96000000000004,349.995,351.22,350.815,339.93,10.909999999999998,357.32500000000005,344.745,331.185,289.39,564.275,60.35,492.955,170.0,9.57,9.6,1.56,371.46500000000003,357.4,360.71500000000003,371.05,357.85,351.91999999999996,349.185,121.78999999999999,359.17,367.61,350.755,313.52,638.265,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,
2024-02-27 20:00:00,60.26,500.0,170.0,8.7025,8.9625,1.2625,366.605,326.815,331.3575,256.7575,282.6725,290.9325,265.77750000000003,103.0725,323.9,288.2675,195.16500000000002,193.8775,834.4825000000001,60.26,500.0,170.0,8.565000000000001,9.225000000000001,1.205,366.925,326.605,362.77,313.395,301.095,341.07,325.195,20.865,352.56,345.65999999999997,198.71,191.9,818.86,60.26,500.0,170.0,8.3275,8.725,1.16,356.0775,273.1375,316.12,211.3175,227.64999999999998,282.7425,228.21249999999998,0.5674999999999999,300.8275,229.23749999999998,61.1725,29.7075,599.705,60.26,500.0,170.0,8.940000000000001,9.4625,1.3075,377.4525,380.28249999999997,378.00750000000005,358.835,356.1175,349.26,362.76,123.37,375.6325,404.69,332.7025,356.07,1053.6375,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,
2024-02-27 22:00:00,60.26,500.0,170.0,8.146666666666667,9.501666666666667,1.485,368.3183333333333,361.49666666666667,353.7366666666667,329.32166666666666,348.16499999999996,348.85999999999996,352.96000000000004,294.785,359.5533333333333,373.40500000000003,344.25500000000005,306.885,919.8416666666667,60.26,500.0,170.0,8.115,9.44,1.46,368.49,364.65999999999997,359.69,346.52,345.72,349.53999999999996,357.98,313.345,359.44,378.61,346.355,303.595,930.89,60.26,500.0,170.0,8.025,9.3325,1.4425,366.9275,350.5775,348.54499999999996,326.2875,339.3025,344.0775,340.76750000000004,239.75,356.86,374.71250000000003,340.3475,285.87,917.2,60.26,500.0,170.0,8.25,9.675,1.5375,370.16499999999996,373.6725,368.33,353.10249999999996,351.8,352.49,365.075,351.0675,362.4025,380.37,347.9675,326.735,966.5550000000001,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,9.22
2024-02-28 00:00:00,63.089999999999996,500.0,169.26833333333335,8.950000000000001,9.313333333333333,1.6583333333333332,369.8666666666666,334.68833333333333,300.8283333333333,252.28833333333333,348.215,350.43833333333333,343.19666666666666,142.09666666666666,359.105,364.9983333333334,345.905,299.3333333333333,760.8866666666667,63.09,500.0,170.0,8.955,9.34,1.66,369.895,347.105,301.985,255.04000000000002,354.905,350.38,349.71000000000004,110.39999999999999,359.765,367.79,345.525,308.56,781.13,60.26,500.0,169.25,8.5775,9.09,1.6524999999999999,369.84499999999997,309.58500000000004,280.17499999999995,239.0075,339.055,348.605,332.39750000000004,55.4775,356.90500000000003,365.58250000000004,335.3375,284.5775,685.8825,65.92,500.0,170.0,9.377500000000001,9.5525,1.66,370.425,366.895,324.005,260.90250000000003,357.0075,351.81,352.675,224.115,361.11,369.765,357.7525,312.7275,855.6475,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1.23
2024-02-28 02:00:00,65.86,500.0,144.07666666666668,9.495,9.253333333333334,1.655,370.2483333333334,349.84,289.73333333333335,248.90833333333333,350.5883333333333,350.15333333333336,350.02833333333336,117.02499999999999,360.435,363.56166666666667,360.33166666666665,307.6933333333333,736.2866666666667,65.86,500.0,138.82999999999998,9.48,9.24,1.6549999999999998,370.355,349.03999999999996,292.83500000000004,246.20999999999998,352.90999999999997,350.43499999999995,350.295,118.525,360.59000000000003,367.54999999999995,360.36,314.95,758.155,65.8,500.0,135.075,9.4475,9.24,1.65,369.15,343.525,282.0875,234.85250000000002,347.2625,349.4525,347.70750000000004,97.0025,360.0325,364.255,359.47249999999997,306.8875,711.73,65.92,500.0,150.7225,9.4975,9.285,1.66,370.83250000000004,354.33000000000004,297.1325,260.8825,353.72,351.1325,351.78,133.07999999999998,360.87,367.98,361.11249999999995,316.255,783.2650000000001,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1.28
2024-02-28 04:00:00,65.42999999999999,496.0933333333333,135.37166666666667,9.481666666666667,9.343333333333334,1.6316666666666666,369.825,367.0683333333333,329.78833333333336,279.33666666666664,351.97166666666664,349.48499999999996,349.8566666666666,88.04833333333333,360.105,358.2733333333333,359.9766666666667,316.2416666666667,826.46,65.43,496.70500000000004,135.0,9.49,9.309999999999999,1.63,369.805,370.185,330.83500000000004,284.145,351.33000000000004,349.3,351.005,91.995,360.04499999999996,358.45,360.04999999999995,316.63,824.875,65.06,492.74,135.0,9.4475,9.25,1.63,368.97249999999997,367.0125,315.9575,264.83,347.765,348.46250000000003,348.24,44.4675,359.4175,356.89,359.705,311.56,805.6025,65.8,499.665,135.09,9.5175,9.43,1.63,370.6675,372.0225,340.35,294.16,355.65250000000003,349.815,351.5725,129.9825,360.7325,359.53,360.3725,318.235,851.445,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1.74
2024-02-28 06:00:00,64.77,496.1583333333333,142.1966666666667,9.358333333333333,9.393333333333333,1.5133333333333334,366.90000000000003,358.7716666666667,343.75500000000005,336.555,347.0733333333333,350.165,350.39166666666665,71.61,359.08500000000004,359.59999999999997,354.72,305.125,743.3166666666666,64.77000000000001,496.475,142.79000000000002,9.33,9.475000000000001,1.6,369.18,368.70500000000004,358.82000000000005,346.04499999999996,350.0,349.93,350.37,61.80499999999999,359.42999999999995,358.885,360.015,321.885,802.94,64.48,496.4,142.375,9.32,9.34,1.43,363.775,362.15000000000003,350.7875,323.445,344.9975,347.26750000000004,349.125,45.97,358.1575,353.3275,358.52,275.84749999999997,642.4,65.06,496.4975,142.8,9.4,9.49,1.62,369.74,370.61,367.865,355.385,355.37,352.7275,350.835,84.5625,360.365,367.315,360.8725,326.3725,845.3025,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,
2024-02-28 08:00:00,64.48,496.5,142.75166666666667,9.518333333333333,9.270000000000001,1.2049999999999998,368.3883333333333,361.18,370.53666666666663,368.22,349.53833333333336,349.27833333333336,352.20666666666665,163.98166666666665,357.7516666666667,383.40000000000003,355.59666666666664,259.27833333333336,762.7333333333332,64.48,496.5,142.75,9.515,9.25,1.21,367.84000000000003,366.345,369.99,367.03,348.025,348.39,348.65999999999997,164.535,361.29,388.76,360.275,251.22500000000002,714.655,64.48,496.5,142.75,9.5025,9.2325,1.18,364.59,362.9575,363.63,364.78999999999996,347.485,348.0625,346.65500000000003,95.875,357.7325,366.745,358.90999999999997,178.565,572.23,64.48,496.5,142.75,9.55,9.290000000000001,1.2175,369.05,368.6375,372.9075,371.5725,348.40000000000003,349.2725,351.07,233.3375,363.51250000000005,406.995,360.71000000000004,335.45000000000005,896.38,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,
2024-02-28 10:00:00,64.48,496.5,142.75,9.370000000000001,9.135,1.165,345.995,268.61,297.67,6.0249999999999995,147.01999999999998,172.695,60.43,0.0,339.155,266.535,54.559999999999995,87.935,650.1800000000001,64.48,496.5,142.75,9.370000000000001,9.135,1.165,345.995,268.61,297.67,6.0249999999999995,147.01999999999998,172.695,60.43,0.0,339.155,266.535,54.559999999999995,87.935,650.1800000000001,64.48,496.5,142.75,9.325,9.1075,1.1624999999999999,343.9425,268.515,265.255,3.1975000000000002,146.195,140.6175,34.865,0.0,324.0675,196.2775,28.69,43.9675,630.325,64.48,496.5,142.75,9.415000000000001,9.1625,1.1675,348.0475,268.70500000000004,330.08500000000004,8.8525,147.845,204.7725,85.995,0.0,354.2425,336.7925,80.42999999999999,131.9025,670.035,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,
2024-02-28 12:00:00,64.48,496.5,146.99666666666667,9.363333333333333,9.341666666666667,1.5666666666666667,371.675,365.04833333333335,360.44,331.6716666666667,337.5783333333333,345.73499999999996,337.94166666666666,167.915,358.97,372.5916666666667,339.32166666666666,320.11,961.505,64.48,496.5,148.24,9.375,9.375,1.6,369.73,367.33500000000004,362.26,344.82000000000005,349.275,350.12,345.12,154.24,358.5,369.125,358.71500000000003,312.295,1000.76,64.48,496.5,143.6825,9.3225,9.16,1.58,368.8725,360.51250000000005,344.215,315.7825,348.11,348.94,335.88,127.7575,355.1275,364.28,346.14,299.11,869.2925,64.48,496.5,150.0,9.434999999999999,9.4775,1.6275,370.90250000000003,371.1575,374.8825,354.425,351.01750000000004,351.16499999999996,349.9875,218.66500000000002,364.7225,385.805,360.64,332.8375,1025.4725,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2.35
2024-02-28 14:00:00,64.27499999999999,496.5,150.0,9.533333333333333,9.375,1.4183333333333332,370.8,365.215,348.7483333333333,325.32166666666666,351.5566666666667,350.5016666666666,349.855,146.50333333333333,359.94666666666666,351.38000000000005,359.48499999999996,264.81666666666666,572.8666666666667,64.275,496.5,150.0,9.57,9.365,1.385,370.17499999999995,369.755,356.505,343.105,353.205,350.48,350.27,106.30000000000001,361.02,345.45000000000005,360.135,257.65999999999997,550.31,64.07,496.5,150.0,9.4125,9.157499999999999,1.335,369.005,360.815,339.0025,285.33000000000004,349.025,350.005,343.215,51.6225,358.65749999999997,334.2575,358.9975,236.1525,514.035,64.48,496.5,150.0,9.75,9.58,1.5475,372.9875,372.5825,367.5875,360.11,355.27,352.08,358.6975,257.5175,361.4775,359.33500000000004,360.8075,292.29249999999996,580.015,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,
2024-02-28 16:00:00,64.07,496.5,150.0,9.3,9.19,1.55,367.32,369.48,377.54,361.08,349.16,349.89,370.42,113.03,362.72,401.83,361.72,294.47,607.85,64.07,496.5,150.0,9.3,9.19,1.55,367.32,369.48,377.54,361.08,349.16,349.89,370.42,113.03,362.72,401.83,361.72,294.47,607.85,64.07,496.5,150.0,9.3,9.19,1.55,367.32,369.48,377.54,361.08,349.16,349.89,370.42,113.03,362.72,401.83,361.72,294.47,607.85,64.07,496.5,150.0,9.3,9.19,1.55,367.32,369.48,377.54,361.08,349.16,349.89,370.42,113.03,362.72,401.83,361.72,294.47,607.85,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
2024-02-28 20:00:00,65.34,498.33000000000004,150.0,9.386,9.338,1.468,369.02200000000005,350.22200000000004,329.592,275.152,310.442,296.61199999999997,279.684,217.856,403.71799999999996,300.004,292.942,219.34399999999997,740.3399999999999,65.34,498.33,150.0,9.41,9.37,1.5,369.86,363.32,357.56,323.78,352.11,341.54,337.06,297.27,410.0,357.99,353.26,312.95,788.99,65.34,498.33,150.0,9.4,9.32,1.44,369.02,352.7,325.65,298.77,326.63,337.74,321.67,109.98,410.0,353.74,342.83,138.42,722.29,65.34,498.33,150.0,9.45,9.47,1.5,370.52,379.23,378.86,353.94,361.68,347.19,348.89,339.02,410.0,359.38,369.05,321.52,791.03,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.81
2024-02-28 22:00:00,65.81500000000001,498.33,150.0,9.458333333333334,9.291666666666666,1.6266666666666667,369.9816666666666,358.7383333333333,322.52666666666664,329.66,351.4916666666666,350.66833333333335,349.2166666666667,181.00333333333333,410.0,366.91166666666663,360.16,316.6466666666667,725.0749999999999,65.815,498.33,150.0,9.440000000000001,9.21,1.635,370.425,370.555,323.885,335.265,351.765,350.515,350.29,171.57,410.0,367.51,360.015,322.385,764.125,65.34,498.33,150.0,9.405000000000001,9.175,1.59,369.4975,351.025,303.8975,328.4775,350.78249999999997,349.94,348.95500000000004,169.435,410.0,367.49,359.5925,318.485,634.5375,66.29,498.33,150.0,9.49,9.4025,1.6575,370.5575,371.515,344.90749999999997,342.87,352.9275,350.8725,352.0675,177.60500000000002,410.0,370.32,360.72249999999997,325.5575,824.9225,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1.43
2024-02-29 00:00:00,65.56500000000001,498.33,150.0,9.290000000000001,9.5,1.6533333333333333,369.81166666666667,369.21000000000004,361.5516666666667,369.48333333333335,350.0016666666667,350.0416666666667,349.91333333333336,211.835,410.0,359.1483333333333,359.80833333333334,299.29833333333335,768.1999999999999,65.565,498.33,150.0,9.309999999999999,9.5,1.65,369.975,369.975,361.125,370.23,349.56,349.485,350.515,221.865,410.0,358.57000000000005,360.735,298.385,787.47,64.84,498.33,150.0,9.2375,9.49,1.65,369.4775,369.38,358.435,367.6675,348.875,349.1125,349.7975,205.975,410.0,353.0825,359.10249999999996,288.5925,727.3675000000001,66.29,498.33,150.0,9.3375,9.5175,1.6575,370.23249999999996,370.6,366.89,370.685,351.325,351.1175,350.88750000000005,237.59750000000003,410.0,360.71250000000003,361.34000000000003,310.39,793.6775,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5.91
2024-02-29 02:00:00,63.815,498.33,150.0,9.316666666666666,9.465,1.5616666666666665,369.83166666666665,370.31666666666666,364.695,362.545,351.41,350.4583333333333,349.5933333333333,171.09166666666667,410.0,359.0833333333333,361.02500000000003,274.87333333333333,620.345,63.815,498.33,150.0,9.285,9.48,1.625,369.775,370.305,371.345,366.815,352.57,350.24,349.03999999999996,179.145,410.0,366.875,360.16999999999996,262.675,578.225,62.79,498.33,150.0,9.217500000000001,9.434999999999999,1.475,368.57500000000005,366.96750000000003,359.65999999999997,362.52250000000004,350.0275,348.75,346.695,83.10499999999999,410.0,345.385,358.9125,242.25,571.6225,64.84,498.33,150.0,9.502500000000001,9.5925,1.6475,370.77250000000004,373.10249999999996,376.2875,370.8075,353.8,352.0675,355.8775,244.51749999999998,410.0,367.3125,363.25,301.6325,672.4125,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1.39
2024-02-29 04:00:00,64.02,496.2516666666667,150.17166666666665,9.106666666666667,9.498333333333333,1.615,366.24499999999995,364.46000000000004,357.58500000000004,363.3333333333333,348.8566666666666,349.61999999999995,348.2366666666667,214.43999999999997,385.91499999999996,376.9816666666666,342.49333333333334,306.49666666666667,857.9233333333333,64.02,496.155,150.0,9.115,9.495000000000001,1.65,370.32,370.19000000000005,369.78,369.98,350.75,350.485,355.895,210.72,410.0,385.37,362.33500000000004,303.605,885.3399999999999,62.79,494.9925,150.0,9.0825,9.4825,1.6424999999999998,369.72749999999996,369.995,363.71500000000003,369.395,349.1225,348.28749999999997,345.385,136.1925,375.62,369.97249999999997,323.22499999999997,294.1325,845.205,65.25,497.625,150.20250000000001,9.14,9.522499999999999,1.65,370.695,370.31,373.8275,371.5025,354.005,351.6925,357.81,266.0025,410.0,398.135,367.185,321.215,929.5775,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,
2024-02-29 06:00:00,62.89000000000001,492.395,139.74666666666667,9.341666666666667,8.89,1.6266666666666667,367.33500000000004,361.8633333333333,391.65166666666664,18.55666666666667,352.565,349.34999999999997,19.601666666666667,0.0016666666666666668,344.4066666666667,360.5683333333333,359.0216666666667,314.45666666666665,790.6466666666666,62.89,492.06,136.175,9.440000000000001,8.865,1.64,370.02,370.33500000000004,407.435,0.76,352.595,349.68,5.404999999999999,0.0,356.09,355.41999999999996,359.69,317.525,799.5799999999999,60.53,491.98,135.1825,9.3125,8.7575,1.6324999999999998,367.0575,369.775,406.93,0.31,347.7625,348.23,5.025,0.0,352.0675,353.1925,359.375,313.7975,775.1175000000001,65.25,492.635,142.95,9.5,8.9575,1.64,370.4925,371.3975,407.94,3.4225,355.0725,351.5575,5.95,0.0,358.0725,364.2925,360.32,328.1825,825.805,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,
2024-02-29 08:00:00,60.53,491.98,152.71166666666667,9.545,8.94,1.5616666666666665,370.23333333333335,370.1266666666667,359.40000000000003,123.93833333333333,349.96999999999997,349.1483333333333,97.66333333333334,46.75666666666667,313.02833333333336,357.135,357.5783333333333,321.0683333333333,729.035,60.53,491.98,151.07,9.51,8.690000000000001,1.63,370.01,369.78,391.985,99.29,348.385,349.67,67.91999999999999,23.705,344.03499999999997,356.495,359.515,326.11,783.275,60.53,491.98,140.87,9.495000000000001,8.625,1.6225,369.345,369.5175,313.815,0.6375000000000001,346.72749999999996,348.905,6.57,0.0,304.43499999999995,354.635,359.38,311.15999999999997,603.0575,60.53,491.98,164.66,9.584999999999999,9.280000000000001,1.6375,371.1175,372.1725,409.15,203.1625,351.655,349.7825,153.2025,96.7525,355.285,361.01,359.725,340.3775,847.3025,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1.77
2024-02-29 10:00:00,62.89000000000001,491.48499999999996,169.995,9.285,9.26,1.28,364.58166666666665,319.895,368.625,359.0733333333333,328.12,336.375,346.82,253.74833333333333,334.09,387.19,360.075,274.82666666666665,745.3116666666666,62.89,491.865,170.0,9.245000000000001,9.245000000000001,1.2149999999999999,364.84,312.275,367.135,354.105,328.575,341.52,345.19,258.695,362.095,392.25,360.13,277.525,727.185,60.53,491.18,170.0,9.2,9.115,1.16,356.35249999999996,263.78499999999997,360.145,347.9925,295.79499999999996,329.9375,332.6725,181.39249999999998,330.3275,364.77750000000003,359.5525,211.8125,596.01,65.25,491.98,170.0,9.32,9.3375,1.3450000000000002,369.57,362.43,374.9125,366.8175,346.34749999999997,344.89,361.54,326.75750000000005,366.4275,408.8625,361.16499999999996,354.8025,839.4675,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2.11
2024-02-29 12:00:00,65.045,490.0,154.89333333333335,9.365,9.461666666666666,1.4583333333333333,370.8533333333333,370.35999999999996,369.5083333333334,338.7366666666667,350.37000000000006,349.92333333333335,350.02,345.2316666666666,309.34,374.67,359.19166666666666,286.045,724.9250000000001,65.045,490.0,154.76,9.35,9.41,1.4849999999999999,371.1,370.34000000000003,373.225,343.775,349.13,350.45000000000005,349.365,344.59000000000003,317.42999999999995,367.08000000000004,359.5,284.265,742.37,64.84,490.0,145.4025,9.2075,9.325,1.3425,369.6875,368.2325,367.92,316.095,347.045,349.245,341.5075,340.76,265.625,357.9575,358.71000000000004,268.0575,561.0525,65.25,490.0,163.165,9.447500000000002,9.645,1.605,372.15250000000003,372.4925,373.3325,367.3375,354.44,351.8275,355.0475,350.8725,352.0825,388.9975,360.275,310.02,806.6424999999999,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2.63
2024-02-29 14:00:00,64.81,490.0,148.005,9.118333333333334,9.393333333333333,1.6049999999999998,367.565,350.3516666666667,350.615,347.8516666666667,341.06166666666667,342.26500000000004,332.6983333333333,274.46666666666664,342.66166666666663,375.83500000000004,357.99666666666667,311.21666666666664,814.025,64.81,490.0,149.04,9.15,9.415,1.625,369.395,355.86,363.38,363.02,351.115,349.685,334.3,337.735,354.91499999999996,381.96500000000003,358.21500000000003,326.9,764.4200000000001,64.78,490.0,145.435,9.0825,9.395,1.6125,368.27750000000003,328.16249999999997,327.245,328.4675,334.895,344.9275,310.625,200.10250000000002,339.8925,363.70750000000004,357.24,307.745,734.755,64.84,490.0,150.7925,9.1725,9.495,1.63,370.685,372.135,368.78749999999997,371.9975,356.5875,350.22,354.2025,341.335,359.52750000000003,396.1425,359.4825,332.8325,918.5925,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3.37
2024-02-29 16:00:00,63.874,490.004,145.504,9.046,9.446,1.6059999999999999,365.712,342.99,355.298,325.044,315.644,321.544,294.466,175.086,323.738,362.444,285.366,283.806,808.15,63.27,490.0,143.86,9.05,9.49,1.64,369.31,366.68,369.09,363.7,343.58,342.98,339.4,116.39,356.16,383.67,341.4,327.59,882.04,63.27,490.0,143.82,9.0,9.43,1.62,368.31,338.19,356.81,328.95,330.86,322.49,338.67,69.25,336.88,324.53,309.33,270.89,649.25,64.78,490.0,147.15,9.12,9.51,1.64,370.26,370.05,369.85,366.97,351.18,349.73,352.13,339.8,357.07,403.07,358.39,350.13,932.12,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2.78
2024-02-29 18:00:00,63.01500000000001,495.59,161.98,9.288333333333334,9.371666666666668,1.3833333333333335,369.69666666666666,369.8333333333333,369.14166666666665,357.77666666666664,350.6483333333333,350.1116666666667,350.8733333333333,136.43833333333333,230.13833333333332,357.385,359.5416666666667,288.31666666666666,578.2716666666666,63.015,495.68499999999995,165.1,9.445,9.305,1.365,369.08500000000004,369.86,368.665,363.615,349.245,349.71500000000003,351.17,117.16499999999999,214.2,357.55499999999995,359.91499999999996,298.2,506.32,62.76,493.12,155.84,9.175,9.225,1.2625,368.69,366.71,364.4825,346.82,348.58,349.5,347.64750000000004,89.855,184.29000000000002,348.59,359.5025,268.32,499.725,63.27,498.3775,169.68,9.49,9.4675,1.49,369.2925,373.9325,375.15,366.91,353.12,350.95000000000005,352.465,217.0375,246.64499999999998,367.6,360.1025,314.085,643.5575,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2.98
2024-02-29 20:00:00,63.475,499.58,156.31333333333333,9.348333333333334,9.466666666666667,1.6416666666666666,370.2283333333333,365.37833333333333,349.635,335.14166666666665,349.87833333333333,350.0783333333334,350.81666666666666,213.985,286.545,379.83,358.4483333333333,296.7583333333333,876.8766666666667,63.474999999999994,499.58,153.655,9.285,9.54,1.65,370.18,368.99,348.02,341.67499999999995,349.605,350.01,350.21000000000004,240.065,284.09000000000003,379.87,359.01,298.48,892.88,62.76,499.58,149.4475,9.254999999999999,9.44,1.6424999999999998,369.89,356.1075,341.6625,322.95500000000004,348.305,349.71000000000004,349.28,86.4425,277.05,368.98,358.3125,275.9175,873.7975,64.19,499.58,163.0675,9.4125,9.55,1.65,370.65,375.42999999999995,361.99,344.555,351.7225,350.5575,353.09749999999997,346.58,293.485,389.6275,360.1575,318.02750000000003,913.395,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1.23
2024-02-29 22:00:00,64.67999999999999,494.4533333333333,154.25333333333333,9.335,9.345,1.6383333333333334,370.2,370.1983333333333,360.9483333333333,363.49,350.3333333333333,350.2183333333333,350.20666666666665,349.78833333333336,281.63,366.78666666666663,359.4783333333333,315.45666666666665,782.9683333333332,64.68,494.04499999999996,154.14999999999998,9.33,9.395,1.64,370.355,370.08500000000004,365.255,367.62,351.51,349.95500000000004,349.28999999999996,348.08500000000004,284.31,366.35,359.43,317.45,822.8699999999999,64.19,491.995,153.035,9.165000000000001,9.2775,1.6324999999999998,369.93,369.185,360.02750000000003,358.50750000000005,348.7275,349.5525,349.155,347.35,273.82,361.3375,359.35,304.44,731.12,65.17,496.4475,155.8275,9.450000000000001,9.43,1.6475,370.75,370.9325,371.15000000000003,370.2075,351.98249999999996,350.41,351.555,352.3375,291.9725,373.84499999999997,359.9975,325.8175,841.8475,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1.34
