intervalo_2h,conc_fe_media,param_dosagem_amido_media,dosagem_amina_conc_magnetica_media,ph_flotacao_linha01_media,ph_flotacao_linha02_media,densidade_alimentacao_flotacao_media,nivel_celula_li640101_media,TO_LI6401_02_media,nivel_celula_li640201_media,nivel_celula_li640202_media,nivel_celula_li641101_media,nivel_celula_li641102_media,nivel_celula_li641201_media,nivel_celula_li641202_media,nivel_celula_li642101_media,nivel_celula_li642201_media,nivel_celula_li643101_media,nivel_celula_li643201_media,vazao_alimentacao_flotacao_media,conc_fe_mediana,param_dosagem_amido_mediana,dosagem_amina_conc_magnetica_mediana,ph_flotacao_linha01_mediana,ph_flotacao_linha02_mediana,densidade_alimentacao_flotacao_mediana,nivel_celula_li640101_mediana,TO_LI6401_02_mediana,nivel_celula_li640201_mediana,nivel_celula_li640202_mediana,nivel_celula_li641101_mediana,nivel_celula_li641102_mediana,nivel_celula_li641201_mediana,nivel_celula_li641202_mediana,nivel_celula_li642101_mediana,nivel_celula_li642201_mediana,nivel_celula_li643101_mediana,nivel_celula_li643201_mediana,vazao_alimentacao_flotacao_mediana,conc_fe_q1,param_dosagem_amido_q1,dosagem_amina_conc_magnetica_q1,ph_flotacao_linha01_q1,ph_flotacao_linha02_q1,densidade_alimentacao_flotacao_q1,nivel_celula_li640101_q1,TO_LI6401_02_q1,nivel_celula_li640201_q1,nivel_celula_li640202_q1,nivel_celula_li641101_q1,nivel_celula_li641102_q1,nivel_celula_li641201_q1,nivel_celula_li641202_q1,nivel_celula_li642101_q1,nivel_celula_li642201_q1,nivel_celula_li643101_q1,nivel_celula_li643201_q1,vazao_alimentacao_flotacao_q1,conc_fe_q3,param_dosagem_amido_q3,dosagem_amina_conc_magnetica_q3,ph_flotacao_linha01_q3,ph_flotacao_linha02_q3,densidade_alimentacao_flotacao_q3,nivel_celula_li640101_q3,TO_LI6401_02_q3,nivel_celula_li640201_q3,nivel_celula_li640202_q3,nivel_celula_li641101_q3,nivel_celula_li641102_q3,nivel_celula_li641201_q3,nivel_celula_li641202_q3,nivel_celula_li642101_q3,nivel_celula_li642201_q3,nivel_celula_li643101_q3,nivel_celula_li643201_q3,vazao_alimentacao_flotacao_q3,conc_fe_n,param_dosagem_amido_n,dosagem_amina_conc_magnetica_n,ph_flotacao_linha01_n,ph_flotacao_linha02_n,densidade_alimentacao_flotacao_n,nivel_celula_li640101_n,TO_LI6401_02_n,nivel_celula_li640201_n,nivel_celula_li640202_n,nivel_celula_li641101_n,nivel_celula_li641102_n,nivel_celula_li641201_n,nivel_celula_li641202_n,nivel_celula_li642101_n,nivel_celula_li642201_n,nivel_celula_li643101_n,nivel_celula_li643201_n,vazao_alimentacao_flotacao_n,conc_silica_laudo
2024-02-01 00:00:00,63.07,500.0,150.78166666666667,9.448333333333332,0.0,1.415,350.44166666666666,370.1383333333333,354.78,364.68666666666667,356.91333333333336,349.905,401.57666666666665,352.28000000000003,358.6466666666667,410.0,218.14333333333335,352.93666666666667,998.4883333333333,63.07,500.0,151.71,9.485,0.0,1.43,350.385,369.08500000000004,356.56,364.6,347.475,349.79999999999995,403.64,351.17,359.895,410.0,216.065,354.145,998.905,62.09,500.0,149.73499999999999,9.45,0.0,1.415,344.41999999999996,367.0025,354.9825,363.38,343.8775,349.2575,397.385,348.45000000000005,357.925,410.0,211.335,348.4375,989.74,64.05,500.0,152.395,9.4975,0.0,1.4375,355.7125,372.945,358.05499999999995,365.7525,363.245,350.2975,405.2525,355.5175,360.0725,410.0,231.04749999999999,356.90500000000003,1008.2275,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2.61
2024-02-01 02:00:00,63.99,495.1933333333333,143.78333333333333,9.441666666666666,0.0,1.3716666666666668,333.2083333333333,366.3566666666666,346.90500000000003,362.7183333333333,343.48,329.425,338.30833333333334,261.12666666666667,362.06,393.2383333333333,226.09666666666666,328.56,896.7616666666667,63.989999999999995,494.595,142.635,9.52,0.0,1.4,330.69500000000005,369.92499999999995,353.545,363.78,346.875,348.615,332.105,289.015,359.445,410.0,215.27499999999998,355.45,964.2750000000001,63.93,491.9825,142.31,9.504999999999999,0.0,1.2850000000000001,327.7825,367.545,349.9875,361.4725,333.3575,338.18,319.1725,202.5075,358.58,383.705,212.3625,302.355,910.8775,64.05,498.28749999999997,143.97250000000003,9.5425,0.0,1.4625,337.9725,371.0,356.885,367.025,350.11,349.2775,358.5,301.7975,359.89,410.0,222.0725,362.465,967.9475,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,
2024-02-01 04:00:00,63.92999999999999,493.238,143.72,9.542,0.0,1.216,338.21799999999996,377.922,357.326,358.38,344.188,330.876,347.142,339.762,342.628,404.154,200.518,341.524,955.052,63.93,493.5,143.75,9.54,0.0,1.16,341.32,380.07,354.74,358.09,349.63,349.2,347.08,341.52,351.29,409.0,168.36,355.99,895.31,63.93,492.66,143.75,9.49,0.0,1.16,336.95,369.8,352.24,354.54,342.88,348.94,345.79,335.46,317.77,407.63,141.28,306.78,832.92,63.93,494.04,143.78,9.55,0.0,1.23,345.58,385.46,363.64,358.59,354.27,350.5,348.34,349.68,372.33,409.03,265.3,380.74,1095.68,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,
2024-02-01 22:00:00,63.93,494.05,143.75,7.32,0.0,1.16,131.28,272.16,0.0,0.05,215.53,176.12,11.08,91.58,133.0,99.23,1.84,28.4,644.52,63.93,494.05,143.75,7.32,0.0,1.16,131.28,272.16,0.0,0.05,215.53,176.12,11.08,91.58,133.0,99.23,1.84,28.4,644.52,63.93,494.05,143.75,7.32,0.0,1.16,131.28,272.16,0.0,0.05,215.53,176.12,11.08,91.58,133.0,99.23,1.84,28.4,644.52,63.93,494.05,143.75,7.32,0.0,1.16,131.28,272.16,0.0,0.05,215.53,176.12,11.08,91.58,133.0,99.23,1.84,28.4,644.52,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
2024-02-02 00:00:00,63.93,494.05,150.0,7.9,0.0,1.21,191.57,273.8,57.76,1.47,224.65,114.96,5.09,15.4,143.42,121.83,2.64,26.42,541.25,63.93,494.05,150.0,7.9,0.0,1.21,191.57,273.8,57.76,1.47,224.65,114.96,5.09,15.4,143.42,121.83,2.64,26.42,541.25,63.93,494.05,150.0,7.9,0.0,1.21,191.57,273.8,57.76,1.47,224.65,114.96,5.09,15.4,143.42,121.83,2.64,26.42,541.25,63.93,494.05,150.0,7.9,0.0,1.21,191.57,273.8,57.76,1.47,224.65,114.96,5.09,15.4,143.42,121.83,2.64,26.42,541.25,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
2024-02-02 02:00:00,63.93,494.05,150.0,7.916666666666667,0.0,1.4766666666666666,355.15333333333336,358.04333333333335,343.8966666666667,281.24666666666667,300.18,242.95666666666668,253.14666666666668,245.09333333333333,282.00666666666666,249.06000000000003,92.62333333333333,138.48,958.2533333333334,63.93,494.05,150.0,7.4,0.0,1.45,371.65,360.12,353.16,360.44,331.94,240.86,345.99,236.7,321.16,308.16,5.88,76.83,957.68,63.93,494.05,150.0,7.395,0.0,1.4249999999999998,345.79499999999996,338.49,320.145,227.60500000000002,280.32,190.79500000000002,204.41000000000003,198.32,258.665,214.03000000000003,4.665,40.449999999999996,906.315,63.93,494.05,150.0,8.18,0.0,1.5150000000000001,372.76,378.635,372.28,374.485,335.91999999999996,294.07,348.305,287.66999999999996,324.925,313.64,137.21,205.685,1009.905,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5.48
2024-02-02 04:00:00,63.504,494.052,150.138,9.028,0.0,1.6019999999999999,352.97200000000004,354.812,338.264,327.308,334.93,302.582,336.718,278.904,348.20799999999997,366.15600000000006,293.258,288.184,976.436,63.22,494.05,150.0,9.5,0.0,1.64,369.22,365.8,358.13,367.05,360.41,335.5,345.11,317.66,355.21,394.91,306.86,283.31,1033.13,63.22,494.05,150.0,8.44,0.0,1.61,366.75,343.92,340.46,303.49,280.48,285.99,286.29,179.67,345.94,317.62,264.03,268.76,969.95,63.93,494.05,150.04,9.56,0.0,1.65,370.4,376.42,364.96,370.05,370.93,349.84,364.58,351.02,356.28,408.41,311.97,369.75,1157.73,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4.43
2024-02-02 06:00:00,63.35999999999999,496.295,162.67,9.431666666666667,0.0,1.5583333333333333,370.53999999999996,372.3883333333333,362.3616666666667,370.70666666666665,355.7916666666667,343.8433333333333,353.10999999999996,295.18833333333333,357.97333333333336,359.48333333333335,353.1033333333333,325.615,984.5516666666666,63.36,496.565,165.35000000000002,9.49,0.0,1.58,370.03499999999997,370.61,360.91499999999996,369.775,353.125,349.725,351.12,342.82000000000005,363.025,398.53999999999996,349.06,355.07,980.24,63.22,496.44,155.86,9.36,0.0,1.4725,369.2925,368.9925,360.235,369.1225,350.805,348.395,350.4825,327.11,359.26,308.37,348.235,283.03,953.1925,63.5,496.57,169.725,9.545,0.0,1.6425,371.2575,371.7925,364.73749999999995,371.4775,355.85749999999996,350.515,358.155,355.27500000000003,364.135,407.47,356.26,369.72,992.67,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,
2024-02-02 08:00:00,60.84,496.56,170.0,9.436666666666667,0.0,1.5866666666666667,344.39000000000004,353.72333333333336,332.185,330.74833333333333,339.1166666666667,314.75333333333333,334.81666666666666,233.375,355.48333333333335,394.1566666666667,333.55,332.4316666666667,946.0833333333334,60.84,496.56,170.0,9.45,0.0,1.64,368.94,369.91499999999996,353.61,368.865,345.195,337.735,346.385,280.325,359.27,410.0,339.32,343.42499999999995,1071.285,58.18,496.55,170.0,9.36,0.0,1.58,332.2775,333.79,310.1325,288.46250000000003,317.855,315.46750000000003,319.015,149.52,351.6375,390.7925,334.5475,322.41,787.535,63.5,496.57,170.0,9.51,0.0,1.64,369.8875,370.625,359.2125,370.4875,360.0025,349.27,355.4175,343.4275,360.2725,410.0,343.755,357.255,1143.7375000000002,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,
2024-02-02 10:00:00,62.18166666666667,496.50499999999994,170.0,9.496666666666668,0.0,1.5116666666666667,370.6066666666666,360.35833333333335,360.28833333333336,352.8616666666667,349.9166666666667,340.36333333333334,329.97333333333336,26.816666666666666,351.115,409.9883333333333,347.61999999999995,361.58166666666665,812.5833333333334,62.185,496.565,170.0,9.485,0.0,1.545,370.595,358.49,361.74,354.26,349.595,341.28,332.045,12.795,347.07500000000005,410.0,347.29999999999995,359.77,829.375,58.1825,496.5525,170.0,9.48,0.0,1.435,368.63,354.625,353.96999999999997,346.21,345.1475,340.3275,330.135,12.66,346.08,410.0,346.7475,354.70000000000005,776.185,66.18,496.57,170.0,9.49,0.0,1.58,372.6575,363.27,366.54,359.71500000000003,353.825,345.735,334.6375,13.125,355.1875,410.0,350.08,365.125,848.59,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2.27
2024-02-02 12:00:00,65.49,492.98499999999996,145.945,9.485000000000001,0.0,1.3716666666666668,370.21000000000004,371.1266666666667,360.2483333333334,370.9166666666667,353.3833333333334,350.86999999999995,373.68333333333334,246.99,358.3566666666666,408.92833333333334,348.24499999999995,362.4483333333333,922.5033333333334,65.49000000000001,492.84000000000003,141.72,9.475000000000001,0.0,1.395,370.08500000000004,370.54499999999996,359.985,370.51,352.505,350.95,373.08000000000004,335.65999999999997,359.39,409.165,348.18,360.65999999999997,939.9000000000001,64.8,492.83,135.51749999999998,9.4625,0.0,1.3225,369.99,369.9725,359.755,369.9225,348.1325,350.3875,366.32,162.7,357.09749999999997,408.8225,346.14250000000004,358.9375,918.0074999999999,66.18,493.0525,153.8025,9.51,0.0,1.4075,370.60749999999996,371.90500000000003,360.76250000000005,371.435,358.1375,351.4075,381.95500000000004,341.9625,359.98,409.335,350.3225,365.9225,951.9000000000001,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1.68
2024-02-02 14:00:00,65.03,494.99499999999995,144.41166666666666,9.483333333333333,0.0,1.54,369.9916666666666,369.7166666666667,359.3283333333334,369.1166666666666,347.2133333333333,346.7033333333334,399.63166666666666,335.7716666666667,359.8883333333333,409.71166666666664,358.58,355.59,979.8183333333333,65.03,495.23,146.10000000000002,9.485,0.0,1.56,369.99,369.35,359.275,368.73,346.935,348.105,403.405,338.08000000000004,359.83500000000004,409.905,359.40999999999997,356.85,985.97,64.8,493.4075,143.7025,9.4475,0.0,1.5225,369.3125,368.72499999999997,359.0875,367.2625,344.415,345.97249999999997,390.955,333.935,359.21999999999997,409.8375,358.38,355.1425,965.5225,65.26,496.5875,146.7575,9.5075,0.0,1.5675000000000001,370.5925,370.185,359.365,370.5575,350.90999999999997,349.3525,409.6825,338.95500000000004,360.555,409.9875,359.975,357.8675,992.9475,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1.96
2024-02-02 16:00:00,65.175,496.8883333333333,142.52,9.5,0.0,1.6050000000000002,369.74666666666667,369.41333333333336,359.71166666666664,368.52833333333336,349.4683333333333,349.2083333333333,369.2,281.33666666666664,360.0333333333333,409.8416666666667,360.15000000000003,361.42,977.8249999999999,65.17500000000001,496.9,142.12,9.5,0.0,1.605,369.30499999999995,369.70500000000004,359.92499999999995,369.68,351.48,349.40999999999997,371.765,311.30499999999995,360.0,410.0,360.135,362.55,975.1800000000001,65.09,496.8925,141.59,9.4925,0.0,1.59,368.97499999999997,369.015,359.15999999999997,368.45500000000004,348.6425,348.445,341.835,220.99249999999998,359.4875,409.71500000000003,359.8025,358.39750000000004,958.5325,65.26,496.9,143.8125,9.5075,0.0,1.6275,370.46,369.8775,360.1275,369.8325,352.4125,350.42,400.65250000000003,340.8225,360.68499999999995,410.0,360.52,365.6375,997.085,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1.5
2024-02-02 18:00:00,65.396,495.89399999999995,148.166,9.318000000000001,0.0,1.58,357.796,357.532,373.33599999999996,208.87399999999997,337.27,303.44,67.946,17.869999999999997,337.084,289.982,323.298,192.068,909.342,65.6,495.77,148.42,9.46,0.0,1.61,369.57,365.86,386.17,191.35,337.71,344.06,0.25,11.57,348.67,315.08,358.11,164.21,1000.38,65.09,495.76,148.42,9.45,0.0,1.56,353.06,339.24,364.07,177.23,337.08,340.17,0.0,11.23,344.22,249.35,357.34,161.35,907.41,65.6,495.77,148.42,9.5,0.0,1.62,370.58,375.96,403.21,202.1,363.9,346.28,2.55,12.48,351.92,365.56,361.55,169.45,1002.01,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4.86
2024-02-02 20:00:00,64.545,495.77,140.29,9.43,0.0,1.4799999999999998,386.52833333333336,405.9916666666666,169.99666666666664,52.026666666666664,368.3983333333333,349.925,11.181666666666667,22.683333333333334,360.65000000000003,171.50166666666667,358.44166666666666,2.2783333333333333,984.1666666666666,64.545,495.77,139.57,9.5,0.0,1.46,388.72,409.12,161.54,0.5,371.325,349.895,10.09,13.04,362.29999999999995,143.92000000000002,359.11,1.2650000000000001,999.0050000000001,63.49,495.77,137.1275,9.485,0.0,1.4525,373.905,408.77,39.105000000000004,0.195,364.1725,348.47,6.5225,11.004999999999999,360.14750000000004,121.105,358.53499999999997,0.895,966.9925000000001,65.6,495.77,142.815,9.5075,0.0,1.49,393.7925,409.47,308.245,74.6125,373.6325,351.185,16.6425,17.325,364.73,202.5325,360.3525,1.635,1005.51,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1.69
2024-02-02 22:00:00,64.735,495.795,152.10166666666666,9.433333333333334,0.0,1.3783333333333332,399.2283333333333,407.71000000000004,0.0,0.145,353.27833333333336,349.4066666666667,6.991666666666667,14.368333333333332,359.72166666666664,363.8433333333333,359.82166666666666,0.5650000000000001,983.1916666666666,64.735,495.8,153.65,9.48,0.0,1.38,398.4,407.71000000000004,0.0,0.075,351.485,349.33500000000004,5.96,14.85,359.2,362.36,359.73,0.485,988.305,63.49,495.7925,142.60750000000002,9.4575,0.0,1.35,394.3325,407.36,0.0,0.015,345.6575,348.8675,4.7125,14.524999999999999,355.9375,360.43,358.9575,0.3325,966.165,65.98,495.8,159.3975,9.48,0.0,1.4024999999999999,405.055,408.06,0.0,0.0975,362.6675,349.93,7.2075,15.1075,364.18,367.5,360.6975,0.7575,997.8525,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2.02
2024-02-03 00:00:00,65.96,495.8,141.77833333333334,9.481666666666667,0.0,1.4466666666666665,372.8733333333333,396.1816666666667,293.96166666666664,278.46,344.685,349.2366666666667,145.225,26.603333333333335,351.28999999999996,388.45166666666665,359.1166666666666,227.63,962.745,65.96000000000001,495.8,140.565,9.48,0.0,1.4449999999999998,370.735,403.71,367.92,394.76,349.115,349.255,101.85000000000001,15.2,355.26,394.32500000000005,359.805,311.85,978.7,65.94,495.8,140.5425,9.48,0.0,1.4324999999999999,370.0425,392.35,258.5125,143.6825,347.5575,348.9025,45.402499999999996,8.605,352.1725,377.99,358.84000000000003,73.6675,956.875,65.98,495.8,140.7075,9.4875,0.0,1.45,372.22249999999997,405.335,388.775,406.685,351.4375,350.1325,244.02249999999998,15.840000000000002,360.98,408.155,360.1925,346.7375,990.025,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1.62
2024-02-03 02:00:00,66.135,496.84833333333336,147.48999999999998,9.495,0.0,1.4216666666666666,391.40333333333336,409.74333333333334,323.10833333333335,300.1616666666667,356.695,350.32166666666666,4.81,79.75833333333334,361.49333333333334,261.6616666666667,359.945,180.10666666666665,987.975,66.13499999999999,496.95000000000005,149.03,9.51,0.0,1.415,394.305,410.0,303.11,346.685,353.29999999999995,349.92999999999995,4.984999999999999,31.729999999999997,361.91999999999996,246.39,359.92999999999995,182.73,985.49,65.94,496.365,145.70749999999998,9.4475,0.0,1.38,374.7025,410.0,261.17,241.695,353.0175,349.40250000000003,4.11,16.125,360.26750000000004,148.02499999999998,359.525,23.314999999999998,975.1625,66.33,497.3625,150.0875,9.535,0.0,1.4649999999999999,407.7875,410.0,391.9775,397.07500000000005,356.14,350.69,5.484999999999999,151.4725,364.7425,383.305,360.2525,332.695,999.3050000000001,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4.48
2024-02-03 04:00:00,65.2,497.75,140.69166666666666,9.508333333333335,0.0,1.4966666666666668,409.5366666666667,410.0,146.20333333333335,11.275,329.4816666666666,347.74333333333334,8.228333333333333,24.403333333333332,363.1383333333333,274.315,303.56666666666666,0.14833333333333334,974.3666666666667,65.19999999999999,497.75,138.82999999999998,9.47,0.0,1.49,409.97,410.0,199.45999999999998,0.29500000000000004,326.78499999999997,347.98,7.0600000000000005,15.219999999999999,362.25,289.87,294.17499999999995,0.0,988.4549999999999,64.07,497.75,138.5,9.4625,0.0,1.4675,409.885,410.0,45.2975,0.0325,315.58,347.505,6.34,14.67,354.76750000000004,219.405,273.14,0.0,932.6475,66.33,497.75,141.85999999999999,9.5525,0.0,1.52,409.995,410.0,224.93,13.502500000000001,338.5075,348.4775,9.9925,15.7925,365.06,341.1725,338.205,0.06,1006.5975,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3.61
2024-02-03 06:00:00,64.615,498.7616666666667,161.20166666666668,9.506666666666666,0.0,1.6416666666666666,409.8,410.0,0.0,0.0,354.7966666666666,349.41,7.956666666666666,14.115,362.145,362.7,317.4483333333333,0.6516666666666667,949.3766666666667,64.615,498.95500000000004,166.81,9.524999999999999,0.0,1.645,410.0,410.0,0.0,0.0,353.15,350.0,7.23,13.98,364.5,361.515,320.54499999999996,0.03,937.855,64.07,498.855,155.07,9.4675,0.0,1.6324999999999998,410.0,410.0,0.0,0.0,351.915,349.6425,6.9725,13.955,360.3075,360.0425,303.67,0.0,923.305,65.16,498.9875,169.97,9.5375,0.0,1.65,410.0,410.0,0.0,0.0,357.265,350.1925,9.9475,14.32,365.67,364.645,334.96,0.18,968.485,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,
2024-02-03 08:00:00,62.754999999999995,498.9883333333334,170.0,9.455,0.0,1.4566666666666668,372.75,387.59833333333336,193.70833333333334,183.0633333333333,350.4083333333333,349.68,112.68833333333333,24.106666666666666,353.49,364.83,348.9083333333333,125.70666666666666,842.8383333333333,62.754999999999995,498.99,170.0,9.475000000000001,0.0,1.4249999999999998,370.04499999999996,382.975,209.815,160.78,348.445,349.25,56.72,13.760000000000002,353.75,367.3,348.96,54.48,863.775,60.35,498.9825,170.0,9.47,0.0,1.3875,369.16499999999996,379.3,16.96,7.4750000000000005,345.73,348.5775,14.295,13.165000000000001,349.3275,348.685,333.64,0.0,839.5925,65.16,498.9975,170.0,9.540000000000001,0.0,1.5375,373.58000000000004,400.3075,362.59749999999997,348.47999999999996,355.7275,350.45500000000004,148.5175,36.2475,355.84000000000003,382.4275,357.42499999999995,246.58499999999998,876.8875,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,
2024-02-03 10:00:00,62.404999999999994,498.43,169.30166666666665,9.483333333333333,0.0,1.5350000000000001,370.16333333333336,369.14166666666665,359.1116666666667,397.6466666666667,348.94,349.09833333333336,323.1466666666667,102.86166666666668,359.9983333333333,385.4316666666667,361.8633333333333,356.97499999999997,900.3316666666666,62.405,498.28999999999996,170.0,9.51,0.0,1.52,370.185,370.13,359.65,410.0,350.885,348.935,334.525,76.845,359.755,396.53999999999996,384.61,355.345,909.37,60.35,498.0125,170.0,9.5025,0.0,1.51,369.2525,365.46,354.0825,386.555,342.145,347.16,326.78499999999997,11.58,358.2275,363.8125,343.1,347.6075,893.27,64.46,498.89,170.0,9.51,0.0,1.545,370.9,370.97499999999997,361.1225,410.0,353.6475,350.38,345.66249999999997,167.3175,361.47749999999996,408.065,394.515,359.205,928.3125,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2.5
2024-02-03 12:00:00,64.68499999999999,498.10999999999996,146.15833333333333,9.505,0.0,1.495,369.99333333333334,369.395,360.4433333333333,370.51500000000004,350.61833333333334,349.94,349.43666666666667,84.44666666666667,360.28,362.74666666666667,348.6383333333333,354.435,936.5716666666667,64.685,498.01,143.755,9.504999999999999,0.0,1.5,369.96000000000004,369.53999999999996,359.82500000000005,370.84000000000003,351.065,349.795,350.955,83.375,360.135,357.96500000000003,365.08500000000004,350.435,932.45,64.46,498.0025,143.75,9.4925,0.0,1.4849999999999999,369.695,369.0725,359.5975,369.455,350.305,349.5425,347.515,68.99,359.125,355.83,317.59749999999997,347.2925,928.2875,64.91,498.0175,145.53,9.5175,0.0,1.5,370.165,369.72999999999996,361.14750000000004,371.19,351.6525,349.86,352.60249999999996,95.6075,360.97249999999997,367.945,386.3825,359.36,943.4000000000001,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3.74
2024-02-03 14:00:00,65.16,499.7066666666667,144.21333333333334,9.495,0.0,1.5,369.83500000000004,370.0116666666667,359.6583333333333,369.72,350.0466666666667,349.72499999999997,350.1566666666667,28.63333333333333,359.0883333333333,361.45166666666665,399.6166666666666,351.7733333333333,939.5583333333334,65.16,499.72,143.75,9.495000000000001,0.0,1.505,369.71000000000004,370.28,359.79499999999996,369.53999999999996,350.12,349.49,350.995,22.744999999999997,359.34,361.055,399.525,353.455,944.365,64.91,499.72,143.75,9.475000000000001,0.0,1.5,369.47499999999997,370.1225,358.1275,368.815,348.5175,348.90749999999997,347.39750000000004,19.3475,358.72249999999997,347.805,399.2925,347.7,931.16,65.41,499.72,143.75,9.5075,0.0,1.51,370.1325,370.55,361.7475,370.78999999999996,351.2575,350.2825,353.415,37.6475,359.98,373.915,400.6725,359.375,955.7925,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3.05
2024-02-03 16:00:00,64.735,499.685,165.815,9.296666666666667,0.0,1.4933333333333334,369.4533333333333,364.54833333333335,358.6016666666667,369.925,350.3983333333333,339.815,350.10999999999996,62.06,359.68666666666667,363.64166666666665,362.16833333333335,346.81,906.9933333333333,64.735,499.71000000000004,167.39,9.485,0.0,1.495,369.85,369.78,360.18,370.28499999999997,352.12,348.885,349.17499999999995,43.285000000000004,360.08,362.74,377.08000000000004,347.57500000000005,924.09,64.06,499.6775,165.8475,9.39,0.0,1.4825,369.28999999999996,368.55999999999995,357.40999999999997,367.3275,346.2175,347.6775,343.425,15.4425,354.8625,362.1525,356.9,335.455,896.0925,65.41,499.72,168.76,9.504999999999999,0.0,1.5075,370.0575,370.96250000000003,363.8575,373.4525,354.35499999999996,350.2875,357.8125,86.9825,362.95000000000005,366.05,393.1725,353.02,937.98,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2.1
2024-02-03 18:00:00,64.565,499.4316666666667,164.3033333333333,9.405,0.0,1.5983333333333334,369.73333333333335,368.16333333333336,338.39500000000004,369.7083333333333,348.1433333333334,344.75333333333333,346.965,14.201666666666666,359.73,361.2833333333333,373.58666666666664,349.9066666666667,773.11,64.565,499.42,164.17,9.49,0.0,1.6349999999999998,369.78999999999996,367.69,337.65,369.48,348.93,347.72,349.78499999999997,12.809999999999999,359.385,359.945,394.19500000000005,350.315,735.6600000000001,64.06,499.42,164.17,9.467500000000001,0.0,1.5474999999999999,369.34250000000003,365.5175,318.82500000000005,368.01250000000005,347.9125,340.8775,349.12,11.0875,359.27750000000003,357.04999999999995,368.805,344.90500000000003,719.285,65.07,499.4275,164.17,9.4975,0.0,1.6475,370.215,369.69,359.685,370.71500000000003,350.7875,349.2825,350.5325,17.044999999999998,359.875,365.90749999999997,398.375,351.51,818.755,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2.86
2024-02-03 20:00:00,65.08999999999999,498.855,155.345,9.503333333333334,0.0,1.6416666666666666,370.1166666666666,361.10999999999996,244.96333333333334,362.72333333333336,349.87833333333333,348.93,349.40166666666664,12.601666666666667,359.19166666666666,361.05,344.21000000000004,297.625,548.7766666666666,65.09,498.895,153.385,9.5,0.0,1.64,369.96000000000004,362.13,238.005,364.035,350.25,348.995,349.425,12.7,359.565,360.63,348.64,289.81,543.065,65.07,498.61,152.5,9.4825,0.0,1.64,369.8225,355.4225,230.075,359.5675,349.8625,348.85,347.81,12.355,358.505,358.3275,295.705,287.0375,516.8924999999999,65.11,499.1725,157.24,9.524999999999999,0.0,1.6475,370.3075,367.6675,252.90999999999997,368.2025,350.765,349.4025,350.4925,12.947500000000002,360.7975,364.155,393.46750000000003,304.4925,576.3025,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1.61
2024-02-03 22:00:00,65.22500000000001,497.7366666666667,149.65,9.5,0.0,1.6466666666666665,369.76,370.27833333333336,345.87000000000006,377.0216666666667,350.9083333333333,349.40166666666664,350.76500000000004,11.978333333333333,359.5416666666667,360.74,359.81666666666666,345.60833333333335,756.8566666666667,65.225,497.375,150.32,9.524999999999999,0.0,1.645,369.61,370.46500000000003,352.78,373.9,351.24,349.835,350.85,11.985,359.9,361.85,359.55499999999995,352.775,753.815,65.11,496.91249999999997,149.815,9.4675,0.0,1.64,368.9125,370.3325,346.015,371.93,349.64250000000004,348.77,349.78,11.7675,357.94,357.70500000000004,358.8975,337.78249999999997,729.5125,65.34,498.53499999999997,150.645,9.53,0.0,1.65,369.8725,370.5675,366.02500000000003,377.64,352.065,350.41999999999996,351.8,12.157499999999999,360.8025,362.6275,360.0475,359.675,785.655,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1.72
